target_id	length	eff_length	est_counts	tpm
gene_1|GeneMark.hmm|1029_nt|-|734|1762	1029	781.815	1.5	23.7664
gene_2|GeneMark.hmm|741_nt|-|3862|4602	741	498.876	13	322.796
gene_3|GeneMark.hmm|330_nt|-|6989|7318	330	152.929	4	324.001
gene_4|GeneMark.hmm|684_nt|-|7479|8162	684	445.735	0	0
gene_5|GeneMark.hmm|312_nt|-|8559|8870	312	139.621	5	443.605
gene_6|GeneMark.hmm|405_nt|+|9205|9609	405	210.322	3	176.691
gene_7|GeneMark.hmm|675_nt|+|9928|10602	675	437.626	0	0
gene_8|GeneMark.hmm|1443_nt|+|10748|12190	1443	1195.82	1	10.3589
gene_9|GeneMark.hmm|486_nt|-|14683|15168	486	274.332	104	4696.07
gene_10|GeneMark.hmm|1122_nt|-|16447|17568	1122	874.815	79	1118.63
gene_11|GeneMark.hmm|597_nt|+|18305|18901	597	366.454	32	1081.7
gene_12|GeneMark.hmm|1032_nt|-|19938|20969	1032	784.815	1	15.7837
gene_13|GeneMark.hmm|960_nt|+|21086|22045	960	712.96	5	86.8725
gene_14|GeneMark.hmm|483_nt|-|22360|22842	483	271.689	3	136.781
gene_15|GeneMark.hmm|1290_nt|+|22946|24235	1290	1042.82	6	71.2724
gene_16|GeneMark.hmm|942_nt|-|24358|25299	942	695.24	19	338.529
gene_17|GeneMark.hmm|1875_nt|+|26326|28200	1875	1627.82	130	989.271
gene_18|GeneMark.hmm|387_nt|-|28668|29054	387	196.114	4	252.655
gene_19|GeneMark.hmm|1827_nt|+|29143|30969	1827	1579.82	7	54.8869
gene_20|GeneMark.hmm|624_nt|+|31043|31666	624	390.789	3	95.0946
gene_21|GeneMark.hmm|1062_nt|-|31907|32968	1062	814.815	2	30.4052
gene_22|GeneMark.hmm|1278_nt|-|33043|34320	1278	1030.82	3	36.051
gene_23|GeneMark.hmm|357_nt|+|34945|35301	357	172.667	1533	109979
gene_24|GeneMark.hmm|2421_nt|-|35501|37921	2421	2173.82	43	245.032
gene_25|GeneMark.hmm|624_nt|-|38093|38716	624	390.789	0	0
gene_26|GeneMark.hmm|417_nt|-|39396|39812	417	220.014	10	563.024
gene_27|GeneMark.hmm|2268_nt|-|40214|42481	2268	2020.82	88	539.428
gene_28|GeneMark.hmm|330_nt|+|42588|42917	330	152.929	2	162.001
gene_29|GeneMark.hmm|2535_nt|-|43048|45582	2535	2287.82	16	86.6316
gene_30|GeneMark.hmm|831_nt|+|45670|46500	831	585.586	2	42.3074
gene_31|GeneMark.hmm|321_nt|+|46592|46912	321	145.967	0	0
gene_32|GeneMark.hmm|1722_nt|-|47033|48754	1722	1474.82	3	25.1977
gene_33|GeneMark.hmm|2667_nt|+|48872|51538	2667	2419.82	23	117.74
gene_34|GeneMark.hmm|741_nt|-|51424|52164	741	498.876	3	74.4913
gene_35|GeneMark.hmm|558_nt|+|52256|52813	558	333.226	0	0
gene_36|GeneMark.hmm|1347_nt|-|53124|54470	1347	1099.82	3	33.7893
gene_37|GeneMark.hmm|1737_nt|-|54598|56334	1737	1489.82	14	116.405
gene_38|GeneMark.hmm|540_nt|-|56398|56937	540	317.928	64	2493.61
gene_39|GeneMark.hmm|1545_nt|-|57158|58702	1545	1297.82	118	1126.28
gene_40|GeneMark.hmm|1386_nt|-|59373|60758	1386	1138.82	4	43.5095
gene_41|GeneMark.hmm|1152_nt|+|60976|62127	1152	904.815	2	27.3809
gene_42|GeneMark.hmm|3129_nt|+|62231|65359	3129	2881.82	45	193.43
gene_43|GeneMark.hmm|891_nt|-|65476|66366	891	644.567	5	96.0902
gene_44|GeneMark.hmm|4467_nt|+|66574|71040	4467	4219.82	105	308.229
gene_45|GeneMark.hmm|657_nt|+|71262|71918	657	420.749	105	3091.32
gene_46|GeneMark.hmm|648_nt|+|72247|72894	648	412.128	0	0
gene_47|GeneMark.hmm|480_nt|+|73005|73484	480	269.22	0	0
gene_48|GeneMark.hmm|891_nt|+|73706|74596	891	644.567	221	4247.19
gene_49|GeneMark.hmm|891_nt|+|74723|75613	891	644.567	0	0
gene_50|GeneMark.hmm|420_nt|-|75616|76035	420	222.247	0	0
gene_51|GeneMark.hmm|543_nt|+|76184|76726	543	320.525	23	888.88
gene_52|GeneMark.hmm|1422_nt|+|76792|78213	1422	1174.82	50	527.203
gene_53|GeneMark.hmm|2730_nt|+|78337|81066	2730	2482.82	39	194.58
gene_54|GeneMark.hmm|954_nt|-|81182|82135	954	707.03	148	2592.99
gene_55|GeneMark.hmm|633_nt|-|82228|82860	633	399.026	16	496.702
gene_56|GeneMark.hmm|531_nt|-|82930|83460	531	310.352	6	239.483
gene_57|GeneMark.hmm|2424_nt|+|83752|86175	2424	2176.82	2	11.3811
gene_58|GeneMark.hmm|567_nt|+|86997|87563	567	340.857	0	0
gene_59|GeneMark.hmm|501_nt|+|87684|88184	501	286.153	7	303.024
gene_60|GeneMark.hmm|588_nt|-|88299|88886	588	358.313	14	483.997
gene_61|GeneMark.hmm|1224_nt|-|88962|90185	1224	976.815	79	1001.83
gene_62|GeneMark.hmm|528_nt|+|90678|91205	528	307.974	25	1005.55
