target_id	length	eff_length	est_counts	tpm
gene_1|GeneMark.hmm|1029_nt|-|734|1762	1029	766.788	0.5	10.0759
gene_2|GeneMark.hmm|741_nt|-|3862|4602	741	485.164	19.5	621.065
gene_3|GeneMark.hmm|330_nt|-|6989|7318	330	153.456	7	704.864
gene_4|GeneMark.hmm|684_nt|-|7479|8162	684	433.391	2	71.3084
gene_5|GeneMark.hmm|312_nt|-|8559|8870	312	140.363	9	990.792
gene_6|GeneMark.hmm|405_nt|+|9205|9609	405	209.895	2	147.238
gene_7|GeneMark.hmm|675_nt|+|9928|10602	675	426.172	3	108.775
gene_8|GeneMark.hmm|1443_nt|+|10748|12190	1443	1180.79	0	0
gene_9|GeneMark.hmm|486_nt|-|14683|15168	486	272.351	64	3631.14
gene_10|GeneMark.hmm|1122_nt|-|16447|17568	1122	859.788	20	359.443
gene_11|GeneMark.hmm|597_nt|+|18305|18901	597	360.916	46	1969.44
gene_12|GeneMark.hmm|1032_nt|-|19938|20969	1032	769.788	16	321.174
gene_13|GeneMark.hmm|960_nt|+|21086|22045	960	697.93	9	199.261
gene_14|GeneMark.hmm|483_nt|-|22360|22842	483	269.686	0	0
gene_15|GeneMark.hmm|1290_nt|+|22946|24235	1290	1027.79	3	45.1033
gene_16|GeneMark.hmm|942_nt|-|24358|25299	942	679.93	62	1409.03
gene_17|GeneMark.hmm|1875_nt|+|26326|28200	1875	1612.79	7	67.0674
gene_18|GeneMark.hmm|387_nt|-|28668|29054	387	196.328	4	314.824
gene_19|GeneMark.hmm|1827_nt|+|29143|30969	1827	1564.79	13	128.375
gene_20|GeneMark.hmm|624_nt|+|31043|31666	624	383.511	7	282.04
gene_21|GeneMark.hmm|1062_nt|-|31907|32968	1062	799.788	4	77.2816
gene_22|GeneMark.hmm|1278_nt|-|33043|34320	1278	1015.79	4	60.8482
gene_23|GeneMark.hmm|357_nt|+|34945|35301	357	173.648	4	355.944
gene_24|GeneMark.hmm|2421_nt|-|35501|37921	2421	2158.79	29	207.577
gene_25|GeneMark.hmm|624_nt|-|38093|38716	624	383.511	3	120.874
gene_26|GeneMark.hmm|417_nt|-|39396|39812	417	219.204	25	1762.31
gene_27|GeneMark.hmm|2268_nt|-|40214|42481	2268	2005.79	16	123.261
gene_28|GeneMark.hmm|330_nt|+|42588|42917	330	153.456	0	0
gene_29|GeneMark.hmm|2535_nt|-|43048|45582	2535	2272.79	12	81.5856
gene_30|GeneMark.hmm|831_nt|+|45670|46500	831	570.636	10	270.79
gene_31|GeneMark.hmm|321_nt|+|46592|46912	321	146.611	0	0
gene_32|GeneMark.hmm|1722_nt|-|47033|48754	1722	1459.79	6	63.5115
gene_33|GeneMark.hmm|2667_nt|+|48872|51538	2667	2404.79	36	231.322
gene_34|GeneMark.hmm|741_nt|-|51424|52164	741	485.164	11	350.344
gene_35|GeneMark.hmm|558_nt|+|52256|52813	558	327.723	0	0
gene_36|GeneMark.hmm|1347_nt|-|53124|54470	1347	1084.79	0	0
gene_37|GeneMark.hmm|1737_nt|-|54598|56334	1737	1474.79	4	41.9104
gene_38|GeneMark.hmm|540_nt|-|56398|56937	540	312.76	12	592.872
gene_39|GeneMark.hmm|1545_nt|-|57158|58702	1545	1282.79	29	349.329
gene_40|GeneMark.hmm|1386_nt|-|59373|60758	1386	1123.79	4	55.0005
gene_41|GeneMark.hmm|1152_nt|+|60976|62127	1152	889.788	3	52.0986
gene_42|GeneMark.hmm|3129_nt|+|62231|65359	3129	2866.79	33	177.873
gene_43|GeneMark.hmm|891_nt|-|65476|66366	891	629.12	4	98.2466
gene_44|GeneMark.hmm|4467_nt|+|66574|71040	4467	4204.79	166	610.035
gene_45|GeneMark.hmm|657_nt|+|71262|71918	657	410.331	25	941.45
gene_46|GeneMark.hmm|648_nt|+|72247|72894	648	402.614	1	38.3798
gene_47|GeneMark.hmm|480_nt|+|73005|73484	480	267.412	0	0
gene_48|GeneMark.hmm|891_nt|+|73706|74596	891	629.12	8	196.493
gene_49|GeneMark.hmm|891_nt|+|74723|75613	891	629.12	2	49.1233
gene_50|GeneMark.hmm|420_nt|-|75616|76035	420	221.676	5	348.532
gene_51|GeneMark.hmm|543_nt|+|76184|76726	543	315.156	25	1225.76
gene_52|GeneMark.hmm|1422_nt|+|76792|78213	1422	1159.79	21	279.79
gene_53|GeneMark.hmm|2730_nt|+|78337|81066	2730	2467.79	78	488.402
gene_54|GeneMark.hmm|954_nt|-|81182|82135	954	691.93	170	3796.45
gene_55|GeneMark.hmm|633_nt|-|82228|82860	633	391.228	19	750.437
gene_56|GeneMark.hmm|531_nt|-|82930|83460	531	305.491	1	50.5816
gene_57|GeneMark.hmm|2424_nt|+|83752|86175	2424	2161.79	3	21.4437
gene_58|GeneMark.hmm|567_nt|+|86997|87563	567	335.285	4	184.348
gene_59|GeneMark.hmm|501_nt|+|87684|88184	501	283.994	0	0
gene_60|GeneMark.hmm|588_nt|-|88299|88886	588	353.19	7	306.253
gene_61|GeneMark.hmm|1224_nt|-|88962|90185	1224	961.788	30	481.984
gene_62|GeneMark.hmm|528_nt|+|90678|91205	528	303.149	18	917.504
gene_63|GeneMark.hmm|483_nt|+|92473|92955	483	269.686	2	114.594
gene_64|GeneMark.hmm|525_nt|+|93033|93557	525	301.13	1	51.3141
gene_65|GeneMark.hmm|960_nt|-|93827|94786	960	697.93	5	110.7
gene_66|GeneMark.hmm|1023_nt|-|95080|96102	1023	760.788	2	40.6216
gene_67|GeneMark.hmm|780_nt|-|96805|97584	780	521.979	12	355.238
gene_68|GeneMark.hmm|453_nt|+|97693|98145	453	246.752	5	313.112
gene_69|GeneMark.hmm|360_nt|-|98398|98757	360	175.569	4	352.049
gene_70|GeneMark.hmm|720_nt|+|99283|100002	720	466.254	4	132.565
gene_71|GeneMark.hmm|339_nt|-|100530|100868	339	160.03	6	579.351
gene_72|GeneMark.hmm|1029_nt|+|101083|102111	1029	766.788	0	0
gene_73|GeneMark.hmm|537_nt|+|102435|102971	537	310.363	0	0
gene_74|GeneMark.hmm|723_nt|-|102973|103695	723	468.833	10	329.589
gene_75|GeneMark.hmm|1548_nt|-|103815|105362	1548	1285.79	1	12.0177
gene_76|GeneMark.hmm|588_nt|-|105485|106072	588	353.19	0	0
gene_77|GeneMark.hmm|873_nt|+|106349|107221	873	611.182	11	278.108
gene_78|GeneMark.hmm|1821_nt|-|107265|109085	1821	1558.79	45	446.084
gene_79|GeneMark.hmm|1185_nt|-|109162|110346	1185	922.788	43	720.041
gene_80|GeneMark.hmm|1149_nt|-|110722|111870	1149	886.788	5	87.1247
gene_81|GeneMark.hmm|393_nt|-|111922|112314	393	200.93	1	76.9035
gene_82|GeneMark.hmm|390_nt|-|112409|112798	390	198.521	0	0
gene_83|GeneMark.hmm|1497_nt|-|112913|114409	1497	1234.79	0	0
gene_84|GeneMark.hmm|1089_nt|-|114506|115594	1089	826.788	0	0
gene_85|GeneMark.hmm|360_nt|+|115854|116213	360	175.569	12	1056.15
gene_86|GeneMark.hmm|603_nt|-|116255|116857	603	365.74	18	760.486
gene_87|GeneMark.hmm|420_nt|+|117321|117740	420	221.676	0	0
gene_88|GeneMark.hmm|1149_nt|-|117751|118899	1149	886.788	4	69.6997
gene_89|GeneMark.hmm|1827_nt|-|119023|120849	1827	1564.79	18	177.749
gene_90|GeneMark.hmm|1104_nt|-|120989|122092	1104	841.788	6	110.139
gene_91|GeneMark.hmm|945_nt|-|122574|123518	945	682.93	8	181.011
gene_92|GeneMark.hmm|1263_nt|-|123670|124932	1263	1000.79	0	0
gene_93|GeneMark.hmm|1848_nt|+|125079|126926	1848	1585.79	10	97.4419
gene_94|GeneMark.hmm|558_nt|-|126944|127501	558	327.723	2	94.3005
gene_95|GeneMark.hmm|1359_nt|+|127594|128952	1359	1096.79	3	42.2658
gene_96|GeneMark.hmm|327_nt|-|128953|129279	327	151.073	0	0
gene_97|GeneMark.hmm|417_nt|-|129357|129773	417	219.204	0	0
gene_98|GeneMark.hmm|1239_nt|+|129853|131091	1239	976.788	8	126.555
gene_99|GeneMark.hmm|3012_nt|-|131088|134099	3012	2749.79	3	16.8583
gene_100|GeneMark.hmm|945_nt|+|134187|135131	945	682.93	0	0
gene_101|GeneMark.hmm|417_nt|+|135172|135588	417	219.204	0	0
gene_102|GeneMark.hmm|642_nt|-|135589|136230	642	398.083	0	0
gene_103|GeneMark.hmm|642_nt|-|136265|136906	642	398.083	6	232.899
gene_104|GeneMark.hmm|681_nt|-|136975|137655	681	430.959	5	179.277
gene_105|GeneMark.hmm|1239_nt|+|137742|138980	1239	976.788	4	63.2777
gene_106|GeneMark.hmm|2964_nt|-|139049|142012	2964	2701.79	193	1103.82
gene_107|GeneMark.hmm|1512_nt|+|142103|143614	1512	1249.79	37	457.463
gene_108|GeneMark.hmm|606_nt|+|143723|144328	606	368.205	12	503.597
gene_109|GeneMark.hmm|708_nt|-|144620|145327	708	454.715	17	577.698
gene_110|GeneMark.hmm|480_nt|+|145414|145893	480	267.412	0	0
gene_111|GeneMark.hmm|1386_nt|+|145962|147347	1386	1123.79	13	178.752
gene_112|GeneMark.hmm|630_nt|+|147383|148012	630	388.912	0	0
gene_113|GeneMark.hmm|645_nt|-|148016|148660	645	400.064	0	0
gene_114|GeneMark.hmm|498_nt|+|148762|149259	498	281.528	0	0
gene_115|GeneMark.hmm|600_nt|-|149376|149975	600	363.463	2	85.0279
gene_116|GeneMark.hmm|1797_nt|+|150056|151852	1797	1534.79	4	40.2719
gene_117|GeneMark.hmm|312_nt|-|151937|152248	312	140.363	1	110.088
gene_118|GeneMark.hmm|843_nt|-|152729|153571	843	582.237	2	53.0788
gene_119|GeneMark.hmm|1920_nt|-|153899|155818	1920	1657.79	29	270.309
gene_120|GeneMark.hmm|312_nt|-|155904|156215	312	140.363	3	330.264
gene_121|GeneMark.hmm|678_nt|+|156413|157090	678	428.567	2	72.1112
gene_122|GeneMark.hmm|1302_nt|-|157171|158472	1302	1039.79	1	14.8609
gene_123|GeneMark.hmm|702_nt|-|158556|159257	702	449.395	2	68.7691
gene_124|GeneMark.hmm|330_nt|-|159537|159866	330	153.456	2	201.39
gene_125|GeneMark.hmm|1869_nt|-|160007|161875	1869	1606.79	11	105.785
gene_126|GeneMark.hmm|1416_nt|+|162083|163498	1416	1153.79	0	0
gene_127|GeneMark.hmm|762_nt|+|163491|164252	762	504.537	0	0
gene_128|GeneMark.hmm|639_nt|-|164257|164895	639	395.653	3	117.165
gene_129|GeneMark.hmm|1266_nt|+|166755|168020	1266	1003.79	8	123.151
gene_130|GeneMark.hmm|1227_nt|-|168095|169321	1227	964.788	16	256.259
gene_131|GeneMark.hmm|612_nt|+|169771|170382	612	373.51	6	248.222
gene_132|GeneMark.hmm|744_nt|+|171352|172095	744	487.873	970	30722.5
gene_133|GeneMark.hmm|1755_nt|+|172232|173986	1755	1492.79	2	20.7025
gene_134|GeneMark.hmm|309_nt|+|174048|174356	309	138.297	0	0
gene_135|GeneMark.hmm|939_nt|-|174364|175302	939	676.93	1	22.8269
gene_136|GeneMark.hmm|327_nt|-|175576|175902	327	151.073	2	204.566
gene_137|GeneMark.hmm|1200_nt|-|176055|177254	1200	937.788	22	362.501
gene_138|GeneMark.hmm|6351_nt|-|177334|183684	6351	6088.79	36	91.3614
gene_139|GeneMark.hmm|555_nt|+|183806|184360	555	324.966	0	0
gene_140|GeneMark.hmm|849_nt|+|184413|185261	849	587.948	6	157.69
gene_141|GeneMark.hmm|699_nt|+|185350|186048	699	446.844	4	138.323
gene_142|GeneMark.hmm|1572_nt|+|186120|187691	1572	1309.79	5	58.9875
gene_143|GeneMark.hmm|630_nt|+|187713|188342	630	388.912	14	556.247
gene_144|GeneMark.hmm|4395_nt|+|188494|192888	4395	4132.79	28	104.69
gene_145|GeneMark.hmm|375_nt|-|192890|193264	375	186.83	1	82.7072
gene_146|GeneMark.hmm|906_nt|+|193364|194269	906	643.996	34	815.806
gene_147|GeneMark.hmm|2172_nt|+|194368|196539	2172	1909.79	1	8.09107
gene_148|GeneMark.hmm|321_nt|+|196657|196977	321	146.611	0	0
gene_149|GeneMark.hmm|732_nt|+|197058|197789	732	477.077	0	0
gene_150|GeneMark.hmm|1488_nt|+|197832|199319	1488	1225.79	15	189.089
gene_151|GeneMark.hmm|1152_nt|-|199352|200503	1152	889.788	6	104.197
gene_152|GeneMark.hmm|3966_nt|-|200845|204810	3966	3703.79	19	79.2681
gene_153|GeneMark.hmm|5511_nt|-|204908|210418	5511	5248.79	9	26.4956
gene_154|GeneMark.hmm|756_nt|+|210513|211268	756	499.136	6	185.748
gene_155|GeneMark.hmm|1155_nt|+|211335|212489	1155	892.788	5	86.5391
gene_156|GeneMark.hmm|1353_nt|+|212533|213885	1353	1090.79	3	42.4983
gene_157|GeneMark.hmm|1356_nt|+|213927|215282	1356	1093.79	2	28.2545
gene_158|GeneMark.hmm|1059_nt|-|215290|216348	1059	796.788	0	0
gene_159|GeneMark.hmm|2088_nt|+|216527|218614	2088	1825.79	234	1980.42
gene_160|GeneMark.hmm|771_nt|-|218627|219397	771	513.132	12	361.363
gene_161|GeneMark.hmm|627_nt|-|219449|220075	627	386.233	0	0
gene_162|GeneMark.hmm|1248_nt|+|220183|221430	1248	985.788	4	62.7
