target_id	length	eff_length	est_counts	tpm
gene_1|GeneMark.hmm|1029_nt|-|734|1762	1029	830.863	0	0
gene_2|GeneMark.hmm|741_nt|-|3862|4602	741	545.208	1	54.3762
gene_3|GeneMark.hmm|330_nt|-|6989|7318	330	164.113	0	0
gene_4|GeneMark.hmm|684_nt|-|7479|8162	684	488.614	0	0
gene_5|GeneMark.hmm|312_nt|-|8559|8870	312	150.812	1	196.578
gene_6|GeneMark.hmm|405_nt|+|9205|9609	405	226.358	0	0
gene_7|GeneMark.hmm|675_nt|+|9928|10602	675	479.614	0	0
gene_8|GeneMark.hmm|1443_nt|+|10748|12190	1443	1244.86	0	0
gene_9|GeneMark.hmm|486_nt|-|14683|15168	486	299.49	5	494.948
gene_10|GeneMark.hmm|1122_nt|-|16447|17568	1122	923.863	1	32.0895
gene_11|GeneMark.hmm|597_nt|+|18305|18901	597	405.378	0	0
gene_12|GeneMark.hmm|1032_nt|-|19938|20969	1032	833.863	1	35.553
gene_13|GeneMark.hmm|960_nt|+|21086|22045	960	761.863	0	0
gene_14|GeneMark.hmm|483_nt|-|22360|22842	483	296.725	0	0
gene_15|GeneMark.hmm|1290_nt|+|22946|24235	1290	1091.86	0	0
gene_16|GeneMark.hmm|942_nt|-|24358|25299	942	743.863	3	119.564
gene_17|GeneMark.hmm|1875_nt|+|26326|28200	1875	1676.86	1	17.6796
gene_18|GeneMark.hmm|387_nt|-|28668|29054	387	210.133	0	0
gene_19|GeneMark.hmm|1827_nt|+|29143|30969	1827	1628.86	0	0
gene_20|GeneMark.hmm|624_nt|+|31043|31666	624	431.088	0	0
gene_21|GeneMark.hmm|1062_nt|-|31907|32968	1062	863.863	0	0
gene_22|GeneMark.hmm|1278_nt|-|33043|34320	1278	1079.86	1	27.4538
gene_23|GeneMark.hmm|357_nt|+|34945|35301	357	183.092	108	17487.4
gene_24|GeneMark.hmm|2421_nt|-|35501|37921	2421	2222.86	0	0
gene_25|GeneMark.hmm|624_nt|-|38093|38716	624	431.088	0	0
gene_26|GeneMark.hmm|417_nt|-|39396|39812	417	237.417	1	124.87
gene_27|GeneMark.hmm|2268_nt|-|40214|42481	2268	2069.86	18	257.811
gene_28|GeneMark.hmm|330_nt|+|42588|42917	330	164.113	0	0
gene_29|GeneMark.hmm|2535_nt|-|43048|45582	2535	2336.86	0	0
gene_30|GeneMark.hmm|831_nt|+|45670|46500	831	633.888	0	0
gene_31|GeneMark.hmm|321_nt|+|46592|46912	321	157.222	0	0
gene_32|GeneMark.hmm|1722_nt|-|47033|48754	1722	1523.86	0	0
gene_33|GeneMark.hmm|2667_nt|+|48872|51538	2667	2468.86	1	12.0081
gene_34|GeneMark.hmm|741_nt|-|51424|52164	741	545.208	0	0
