PkV-RF01	5435	5567	2	2	0	1	0	12
PkV-RF01	14007	14027	2	2	0	0	1	27
PkV-RF01	24326	41545	2	2	0	7	3	17
PkV-RF01	24326	109105	2	2	0	1	2	24
PkV-RF01	24330	52791	2	2	0	1	0	15
PkV-RF01	27791	27858	1	1	0	3	0	12
PkV-RF01	27791	27952	1	1	0	2	0	56
PkV-RF01	72830	72883	1	1	0	1	0	30
PkV-RF01	77555	77671	2	2	0	1	0	49
PkV-RF01	81526	81795	1	1	0	4	0	35
PkV-RF01	81556	81621	1	1	0	0	1	18
PkV-RF01	81556	81693	1	1	0	0	1	18
PkV-RF01	81598	81621	1	1	0	2	0	17
PkV-RF01	81598	81669	1	1	0	2	0	66
PkV-RF01	81598	81795	1	1	0	1	0	73
PkV-RF01	81598	81915	1	1	0	1	1	55
PkV-RF01	81640	81963	1	1	0	0	1	18
PkV-RF01	81670	81795	1	1	0	1	0	53
PkV-RF01	81670	81915	1	1	0	0	2	60
PkV-RF01	81712	81963	1	1	0	0	1	18
PkV-RF01	81796	81915	1	1	0	2	0	29
PkV-RF01	81941	82036	2	2	0	1	0	57
PkV-RF01	108973	108993	0	0	0	3	0	42
PkV-RF01	121672	122097	2	2	0	0	8	66
PkV-RF01	121672	122776	2	2	0	0	11	66
PkV-RF01	121672	122989	2	2	0	0	5	66
PkV-RF01	121776	121987	1	1	0	0	1	60
PkV-RF01	121776	121989	1	1	0	0	2	45
PkV-RF01	121776	122431	1	1	0	0	2	21
PkV-RF01	121803	122954	2	2	0	0	4	14
PkV-RF01	121885	122097	2	2	0	0	4	55
PkV-RF01	121885	122776	2	2	0	0	6	29
PkV-RF01	121989	122431	1	1	0	0	2	21
PkV-RF01	122016	122954	2	2	0	0	4	14
PkV-RF01	122134	122587	2	2	0	59	2206	75
PkV-RF01	122134	122812	2	2	0	0	1081	75
PkV-RF01	122143	122597	2	2	0	0	3	57
PkV-RF01	122143	122822	2	2	0	0	3	57
PkV-RF01	122149	122938	2	2	0	1	0	48
PkV-RF01	122202	122431	1	1	0	1	2	22
PkV-RF01	122202	122654	1	1	0	0	11	49
PkV-RF01	122202	122656	1	1	0	0	4	46
PkV-RF01	122202	122879	1	1	0	0	11	49
PkV-RF01	122202	122881	1	1	0	0	4	46
PkV-RF01	122229	122954	2	2	0	0	4	14
PkV-RF01	122355	122587	2	2	0	0	11	25
PkV-RF01	122568	122794	1	1	0	2	2	36
PkV-RF01	122656	122881	1	1	0	0	1	51
PkV-RF01	122683	122908	2	2	0	0	2	19
PkV-RF01	122683	122954	2	2	0	0	4	14
PkV-RF01	122908	122954	2	2	0	0	4	14
PkV-RF01	123077	123100	2	2	0	3	0	67
PkV-RF01	123249	123476	2	2	0	1	0	39
PkV-RF01	139663	139698	1	1	0	1	0	62
PkV-RF01	217032	217253	1	1	0	0	1	18
PkV-RF01	217032	217391	1	1	0	0	1	18
PkV-RF01	217056	217442	1	1	0	1	0	29
PkV-RF01	217104	217229	1	1	0	1	0	22
PkV-RF01	217128	217253	1	1	0	5	0	56
PkV-RF01	217230	217355	1	1	0	2	1	32
PkV-RF01	217254	217391	1	1	0	1	0	57
PkV-RF01	224646	224825	2	2	0	0	2	59
PkV-RF01	224646	225032	2	2	0	0	4	59
PkV-RF01	224646	225356	2	2	0	0	2	49
PkV-RF01	224964	225134	1	1	0	1	0	75
PkV-RF01	225024	225699	2	2	0	1	0	31
PkV-RF01	225357	225501	2	2	0	2	0	54
PkV-RF01	225423	225531	1	1	0	0	10	69
PkV-RF01	225423	225675	1	1	0	0	2	36
PkV-RF01	372024	372191	2	2	0	1	0	17
PkV-RF01	372084	372173	2	4	0	2	0	25
PkV-RF01	372090	372221	2	2	0	0	1	17
PkV-RF01	372132	372221	2	2	0	0	1	17
PkV-RF01	372240	372293	2	2	0	0	1	13
PkV-RF01	372342	493064	2	2	0	3	0	55
PkV-RF01	372516	493052	2	2	0	3	0	13
PkV-RF01	390058	390634	2	2	0	0	1	44
PkV-RF01	390154	390634	2	2	0	0	1	44
PkV-RF01	390250	390634	2	2	0	0	1	44
PkV-RF01	390346	390634	2	2	0	0	1	44
PkV-RF01	390421	390516	1	1	0	0	11	75
PkV-RF01	390442	390634	2	2	0	0	1	44
PkV-RF01	390967	391017	2	2	0	2	0	14
PkV-RF01	399697	399780	0	0	0	2	3	51
PkV-RF01	415470	415739	2	2	0	0	1	17
PkV-RF01	415605	416063	2	2	0	0	2	12
PkV-RF01	415632	416063	2	2	0	0	2	12
PkV-RF01	416010	416126	2	2	0	2	0	54
PkV-RF01	416019	416063	2	2	0	0	2	12
PkV-RF01	416184	1171640	1	1	0	0	5	21
PkV-RF01	422537	422560	0	0	0	3	0	43
PkV-RF01	492237	492572	2	2	0	1	0	26
PkV-RF01	492267	492602	2	2	0	1	0	59
PkV-RF01	492297	493202	2	2	0	0	1	24
PkV-RF01	492297	493244	2	2	0	0	1	24
PkV-RF01	492453	492482	2	2	0	1	0	39
PkV-RF01	492453	492530	2	2	0	0	1	36
PkV-RF01	492453	492548	2	2	0	1	0	69
PkV-RF01	492453	492608	2	2	0	0	1	36
PkV-RF01	492525	492854	2	2	0	0	1	60
PkV-RF01	492525	492878	2	2	0	0	1	60
PkV-RF01	492795	492980	2	2	0	0	1	24
PkV-RF01	492885	492980	2	2	0	0	1	24
PkV-RF01	493005	493112	2	2	0	0	1	19
PkV-RF01	493005	493202	2	2	0	0	1	24
PkV-RF01	493011	493172	2	2	0	0	1	13
PkV-RF01	493041	493070	2	2	0	0	1	21
PkV-RF01	493113	493184	2	2	0	1	0	22
PkV-RF01	493131	493154	2	2	0	2	0	25
PkV-RF01	505313	505370	0	0	0	9	0	63
PkV-RF01	529994	556954	1	5	0	0	1	12
PkV-RF01	550089	1086664	2	2	0	2	2	16
PkV-RF01	551301	551412	0	0	0	4	0	30
PkV-RF01	586664	586795	2	2	0	1	2	68
PkV-RF01	605182	605409	1	5	0	1	0	25
PkV-RF01	655550	655570	0	0	0	1	8	54
PkV-RF01	689992	690077	1	1	0	0	1	16
PkV-RF01	689992	690244	1	1	0	0	1	16
PkV-RF01	733976	734026	2	4	0	1	0	69
PkV-RF01	734402	734536	2	2	0	1	0	21
PkV-RF01	734765	734889	1	1	0	2	0	19
PkV-RF01	748594	749187	2	2	0	0	1	21
PkV-RF01	748693	748890	2	2	0	1	0	44
PkV-RF01	748693	749286	2	2	0	0	1	28
PkV-RF01	748891	749088	2	2	0	0	1	23
PkV-RF01	748891	749286	2	2	0	1	0	70
PkV-RF01	749089	749187	2	2	0	1	0	22
PkV-RF01	771775	771936	2	2	0	3	2	72
PkV-RF01	771810	771890	0	0	0	4	0	59
PkV-RF01	771859	772020	1	1	0	2	0	22
PkV-RF01	807175	807205	2	4	0	1	0	71
PkV-RF01	884112	884385	2	2	0	1	0	64
PkV-RF01	931555	1057059	2	2	0	0	3	14
PkV-RF01	942154	942189	2	2	0	0	2	32
PkV-RF01	971597	971827	0	0	0	3	0	61
PkV-RF01	1000451	1000912	1	1	0	1	0	32
PkV-RF01	1000510	1000740	2	2	0	1	0	36
PkV-RF01	1000510	1000971	2	2	0	2	0	69
PkV-RF01	1025404	1044789	1	1	0	1	0	12
PkV-RF01	1033650	1033940	2	2	0	1	0	26
PkV-RF01	1033710	1034006	2	2	0	1	0	38
PkV-RF01	1033716	1033958	2	2	0	1	0	17
PkV-RF01	1068731	1068838	2	2	0	1	0	12
PkV-RF01	1068731	1068859	2	2	0	1	0	32
PkV-RF01	1068752	1068784	2	2	0	0	1	19
PkV-RF01	1068752	1068805	2	2	0	0	1	19
PkV-RF01	1068752	1068826	2	2	0	0	1	19
PkV-RF01	1068752	1069009	2	2	0	1	0	56
PkV-RF01	1068764	1068805	2	2	0	1	1	24
PkV-RF01	1068764	1068826	2	2	0	1	1	54
PkV-RF01	1068764	1068895	2	2	0	0	1	27
PkV-RF01	1068764	1068907	2	2	0	0	2	25
PkV-RF01	1068776	1069015	2	2	0	1	0	45
PkV-RF01	1068776	1069027	2	2	0	1	0	32
PkV-RF01	1068776	1069060	2	2	0	0	1	40
PkV-RF01	1068785	1068895	2	2	0	0	2	31
PkV-RF01	1068785	1069015	2	2	0	0	1	19
PkV-RF01	1068797	1068985	2	2	0	0	4	33
PkV-RF01	1068797	1068991	2	2	0	0	1	33
PkV-RF01	1068797	1068997	2	2	0	0	1	30
PkV-RF01	1068797	1069048	2	2	0	0	1	40
PkV-RF01	1068797	1069081	2	2	0	2	1	66
PkV-RF01	1068818	1068880	2	2	0	0	1	54
PkV-RF01	1068818	1068985	2	2	0	0	3	25
PkV-RF01	1068818	1069048	2	2	0	0	1	33
PkV-RF01	1068818	1069081	2	2	0	0	1	32
PkV-RF01	1068839	1068880	2	2	0	0	1	54
PkV-RF01	1068839	1068895	2	2	0	0	1	17
PkV-RF01	1068839	1068907	2	2	0	0	1	50
PkV-RF01	1068839	1068985	2	2	0	0	3	25
PkV-RF01	1068839	1069015	2	2	0	0	1	17
PkV-RF01	1068839	1069048	2	2	0	0	1	33
PkV-RF01	1068839	1069069	2	2	0	0	1	17
PkV-RF01	1068839	1069081	2	2	0	0	1	32
PkV-RF01	1068860	1068880	2	2	0	0	1	54
PkV-RF01	1068860	1068895	2	2	0	0	1	17
PkV-RF01	1068860	1068907	2	2	0	0	1	50
PkV-RF01	1068860	1068985	2	2	0	0	3	25
PkV-RF01	1068860	1069015	2	2	0	0	1	17
PkV-RF01	1068860	1069048	2	2	0	0	1	33
PkV-RF01	1068860	1069060	2	2	0	0	10	31
PkV-RF01	1068860	1069069	2	2	0	0	1	17
PkV-RF01	1068860	1069081	2	2	0	0	1	32
PkV-RF01	1068869	1068889	2	2	0	2	0	38
PkV-RF01	1068869	1068895	2	2	0	4	11	28
PkV-RF01	1068869	1069015	2	2	0	0	10	22
PkV-RF01	1068881	1068922	2	2	0	1	0	17
PkV-RF01	1068881	1068985	2	2	0	1	0	36
PkV-RF01	1068881	1069060	2	2	0	0	1	28
PkV-RF01	1068908	1068985	2	2	0	0	3	15
PkV-RF01	1068908	1068991	2	2	0	6	3	36
PkV-RF01	1068908	1068997	2	2	0	0	2	24
PkV-RF01	1068908	1069009	2	2	0	1	0	51
PkV-RF01	1068908	1069027	2	2	0	1	0	15
PkV-RF01	1068917	1068985	2	2	0	0	2	18
PkV-RF01	1068917	1068991	2	2	0	0	2	18
PkV-RF01	1068917	1068997	2	2	0	0	2	18
PkV-RF01	1068917	1069003	2	2	0	0	2	18
PkV-RF01	1068917	1069009	2	2	0	0	2	18
PkV-RF01	1068923	1068976	2	2	0	1	0	17
PkV-RF01	1068923	1069042	2	2	0	0	1	15
PkV-RF01	1068947	1068985	2	2	0	1	1	30
PkV-RF01	1068953	1068985	2	2	0	1	1	21
PkV-RF01	1068968	1069015	2	2	0	1	0	28
PkV-RF01	1068968	1069027	2	2	0	3	4	34
PkV-RF01	1068968	1069060	2	2	0	0	2	21
PkV-RF01	1069028	1069048	2	2	0	0	1	34
PkV-RF01	1069028	1069054	2	2	0	0	1	28
PkV-RF01	1069028	1069069	2	2	0	1	3	19
PkV-RF01	1069028	1069075	2	2	0	9	2	14
PkV-RF01	1148054	1148200	2	2	0	2	0	43
PkV-RF01	1197811	1197873	0	0	0	2	1	30
PkV-RF01	1208782	1292330	1	1	0	0	3	16
PkV-RF01	1208794	1292928	1	1	0	3	1	52
PkV-RF01	1208812	1298233	1	1	0	2	0	40
PkV-RF01	1208830	1292318	1	1	0	4	7	44
PkV-RF01	1209835	1292318	1	1	0	0	2	29
PkV-RF01	1209859	1302480	1	1	0	0	3	17
PkV-RF01	1209865	1292330	1	1	0	0	2	24
PkV-RF01	1209895	1302480	1	1	0	0	3	17
PkV-RF01	1209907	1298197	1	1	0	0	15	40
PkV-RF01	1209943	1302480	1	1	0	0	3	17
PkV-RF01	1209973	1210020	1	3	0	1	0	21
PkV-RF01	1210837	1211262	1	3	0	0	1	70
PkV-RF01	1210849	1303701	1	1	0	0	2	17
PkV-RF01	1210909	1288985	1	1	0	2	0	25
