target_id	length	eff_length	est_counts	tpm
gene_1|GeneMark.hmm|1029_nt|-|734|1762	1029	747.014	6.5	49.8083
gene_2|GeneMark.hmm|741_nt|-|3862|4602	741	464.078	245	3021.98
gene_3|GeneMark.hmm|330_nt|-|6989|7318	330	135.899	25	1053.03
gene_4|GeneMark.hmm|684_nt|-|7479|8162	684	411.329	3	41.7493
gene_5|GeneMark.hmm|312_nt|-|8559|8870	312	123.364	60	2784.06
gene_6|GeneMark.hmm|405_nt|+|9205|9609	405	189.005	11	333.147
gene_7|GeneMark.hmm|675_nt|+|9928|10602	675	403.18	3	42.5931
gene_8|GeneMark.hmm|1443_nt|+|10748|12190	1443	1161.01	1	4.93037
gene_9|GeneMark.hmm|486_nt|-|14683|15168	486	248.688	1308	30107.2
gene_10|GeneMark.hmm|1122_nt|-|16447|17568	1122	840.014	143	974.465
gene_11|GeneMark.hmm|597_nt|+|18305|18901	597	335.407	270	4607.96
gene_12|GeneMark.hmm|1032_nt|-|19938|20969	1032	750.014	37	282.39
gene_13|GeneMark.hmm|960_nt|+|21086|22045	960	678.014	24	202.623
gene_14|GeneMark.hmm|483_nt|-|22360|22842	483	246.046	3	69.7946
gene_15|GeneMark.hmm|1290_nt|+|22946|24235	1290	1008.01	5	28.3936
gene_16|GeneMark.hmm|942_nt|-|24358|25299	942	660.08	381	3304.04
gene_17|GeneMark.hmm|1875_nt|+|26326|28200	1875	1593.01	84	301.84
gene_18|GeneMark.hmm|387_nt|-|28668|29054	387	176.56	7	226.946
gene_19|GeneMark.hmm|1827_nt|+|29143|30969	1827	1545.01	20	74.0993
gene_20|GeneMark.hmm|624_nt|+|31043|31666	624	358.288	11	175.743
gene_21|GeneMark.hmm|1062_nt|-|31907|32968	1062	780.014	23	168.788
gene_22|GeneMark.hmm|1278_nt|-|33043|34320	1278	996.014	10	57.4713
gene_23|GeneMark.hmm|357_nt|+|34945|35301	357	155.21	905	33376.8
gene_24|GeneMark.hmm|2421_nt|-|35501|37921	2421	2139.01	17	45.4938
gene_25|GeneMark.hmm|624_nt|-|38093|38716	624	358.288	1	15.9766
gene_26|GeneMark.hmm|417_nt|-|39396|39812	417	197.774	159	4601.98
gene_27|GeneMark.hmm|2268_nt|-|40214|42481	2268	1986.01	85	244.993
gene_28|GeneMark.hmm|330_nt|+|42588|42917	330	135.899	0	0
gene_29|GeneMark.hmm|2535_nt|-|43048|45582	2535	2253.01	11	27.9477
gene_30|GeneMark.hmm|831_nt|+|45670|46500	831	549.985	7	72.8557
gene_31|GeneMark.hmm|321_nt|+|46592|46912	321	129.486	9	397.865
gene_32|GeneMark.hmm|1722_nt|-|47033|48754	1722	1440.01	8	31.8009
gene_33|GeneMark.hmm|2667_nt|+|48872|51538	2667	2385.01	13	31.2011
gene_34|GeneMark.hmm|741_nt|-|51424|52164	741	464.078	2	24.6692
gene_35|GeneMark.hmm|558_nt|+|52256|52813	558	303.271	0	0
gene_36|GeneMark.hmm|1347_nt|-|53124|54470	1347	1065.01	6	32.2487
gene_37|GeneMark.hmm|1737_nt|-|54598|56334	1737	1455.01	7	27.539
gene_38|GeneMark.hmm|540_nt|-|56398|56937	540	290.367	9	177.424
gene_39|GeneMark.hmm|1545_nt|-|57158|58702	1545	1263.01	149	675.297
gene_40|GeneMark.hmm|1386_nt|-|59373|60758	1386	1104.01	7	36.2945
gene_41|GeneMark.hmm|1152_nt|+|60976|62127	1152	870.014	36	236.861
gene_42|GeneMark.hmm|3129_nt|+|62231|65359	3129	2847.01	123	247.305
gene_43|GeneMark.hmm|891_nt|-|65476|66366	891	609.201	20	187.926
gene_44|GeneMark.hmm|4467_nt|+|66574|71040	4467	4185.01	468	640.126
gene_45|GeneMark.hmm|657_nt|+|71262|71918	657	386.717	216	3197.26
gene_46|GeneMark.hmm|648_nt|+|72247|72894	648	378.904	10	151.073
gene_47|GeneMark.hmm|480_nt|+|73005|73484	480	244.142	0	0
gene_48|GeneMark.hmm|891_nt|+|73706|74596	891	609.201	53	498.003
