target_id	length	eff_length	est_counts	tpm
gene_1|GeneMark.hmm|1029_nt|-|734|1762	1029	725.984	7	29.4899
gene_2|GeneMark.hmm|741_nt|-|3862|4602	741	444.592	289	1988.1
gene_3|GeneMark.hmm|330_nt|-|6989|7318	330	133.87	70	1599.25
gene_4|GeneMark.hmm|684_nt|-|7479|8162	684	392.36	20	155.901
gene_5|GeneMark.hmm|312_nt|-|8559|8870	312	121.92	95	2383.15
gene_6|GeneMark.hmm|405_nt|+|9205|9609	405	184.207	34	564.514
gene_7|GeneMark.hmm|675_nt|+|9928|10602	675	384.494	4	31.818
gene_8|GeneMark.hmm|1443_nt|+|10748|12190	1443	1139.98	7	18.7803
gene_9|GeneMark.hmm|486_nt|-|14683|15168	486	238.671	1341	17184.3
gene_10|GeneMark.hmm|1122_nt|-|16447|17568	1122	818.984	255	952.286
gene_11|GeneMark.hmm|597_nt|+|18305|18901	597	317.5	495	4768.31
gene_12|GeneMark.hmm|1032_nt|-|19938|20969	1032	728.984	74	310.468
gene_13|GeneMark.hmm|960_nt|+|21086|22045	960	657.11	58	269.956
gene_14|GeneMark.hmm|483_nt|-|22360|22842	483	236.67	17	219.689
gene_15|GeneMark.hmm|1290_nt|+|22946|24235	1290	986.984	12	37.1855
gene_16|GeneMark.hmm|942_nt|-|24358|25299	942	639.234	634	3033.42
gene_17|GeneMark.hmm|1875_nt|+|26326|28200	1875	1571.98	184	357.991
gene_18|GeneMark.hmm|387_nt|-|28668|29054	387	171.221	20	357.252
gene_19|GeneMark.hmm|1827_nt|+|29143|30969	1827	1523.98	66	132.454
gene_20|GeneMark.hmm|624_nt|+|31043|31666	624	340.082	31	278.792
gene_21|GeneMark.hmm|1062_nt|-|31907|32968	1062	758.984	42	169.246
gene_22|GeneMark.hmm|1278_nt|-|33043|34320	1278	974.984	15	47.054
gene_23|GeneMark.hmm|357_nt|+|34945|35301	357	151.553	1672	33742.3
gene_24|GeneMark.hmm|2421_nt|-|35501|37921	2421	2117.98	32	46.2094
gene_25|GeneMark.hmm|624_nt|-|38093|38716	624	340.082	0	0
gene_26|GeneMark.hmm|417_nt|-|39396|39812	417	192.233	279	4438.93
gene_27|GeneMark.hmm|2268_nt|-|40214|42481	2268	1964.98	89	138.527
gene_28|GeneMark.hmm|330_nt|+|42588|42917	330	133.87	0	0
gene_29|GeneMark.hmm|2535_nt|-|43048|45582	2535	2231.98	69	94.5498
gene_30|GeneMark.hmm|831_nt|+|45670|46500	831	530.061	13	75.0102
gene_31|GeneMark.hmm|321_nt|+|46592|46912	321	127.686	7	167.67
gene_32|GeneMark.hmm|1722_nt|-|47033|48754	1722	1418.98	7	15.0877
gene_33|GeneMark.hmm|2667_nt|+|48872|51538	2667	2363.98	27	34.9319
gene_34|GeneMark.hmm|741_nt|-|51424|52164	741	444.592	10	68.7924
gene_35|GeneMark.hmm|558_nt|+|52256|52813	558	288.025	1	10.6187
gene_36|GeneMark.hmm|1347_nt|-|53124|54470	1347	1043.98	3	8.78881
gene_37|GeneMark.hmm|1737_nt|-|54598|56334	1737	1433.98	25	53.321
gene_38|GeneMark.hmm|540_nt|-|56398|56937	540	276.73	35	386.825
gene_39|GeneMark.hmm|1545_nt|-|57158|58702	1545	1241.98	127	312.745
gene_40|GeneMark.hmm|1386_nt|-|59373|60758	1386	1082.98	24	67.7785
gene_41|GeneMark.hmm|1152_nt|+|60976|62127	1152	848.984	73	262.982
gene_42|GeneMark.hmm|3129_nt|+|62231|65359	3129	2825.98	340	367.97
gene_43|GeneMark.hmm|891_nt|-|65476|66366	891	588.523	27	140.315
gene_44|GeneMark.hmm|4467_nt|+|66574|71040	4467	4163.98	1077	791.06
gene_45|GeneMark.hmm|657_nt|+|71262|71918	657	367.528	375	3120.64
gene_46|GeneMark.hmm|648_nt|+|72247|72894	648	359.631	25	212.611
gene_47|GeneMark.hmm|480_nt|+|73005|73484	480	234.691	0	0
gene_48|GeneMark.hmm|891_nt|+|73706|74596	891	588.523	129	670.393
gene_49|GeneMark.hmm|891_nt|+|74723|75613	891	588.523	4	20.7874
gene_50|GeneMark.hmm|420_nt|-|75616|76035	420	194.385	8	125.872
gene_51|GeneMark.hmm|543_nt|+|76184|76726	543	278.374	120	1318.43
gene_52|GeneMark.hmm|1422_nt|+|76792|78213	1422	1118.98	59	161.262
gene_53|GeneMark.hmm|2730_nt|+|78337|81066	2730	2426.98	106	133.58
gene_54|GeneMark.hmm|954_nt|-|81182|82135	954	651.172	112	526.047
gene_55|GeneMark.hmm|633_nt|-|82228|82860	633	347.341	24	211.329
gene_56|GeneMark.hmm|531_nt|-|82930|83460	531	270.832	8	90.3425
gene_57|GeneMark.hmm|2424_nt|+|83752|86175	2424	2120.98	2	2.884
gene_58|GeneMark.hmm|567_nt|+|86997|87563	567	294.344	24	249.378
gene_59|GeneMark.hmm|501_nt|+|87684|88184	501	249.551	2	24.5117
gene_60|GeneMark.hmm|588_nt|-|88299|88886	588	310.694	31	305.163
gene_61|GeneMark.hmm|1224_nt|-|88962|90185	1224	920.984	74	245.744
gene_62|GeneMark.hmm|528_nt|+|90678|91205	528	268.879	206	2343.22
gene_63|GeneMark.hmm|483_nt|+|92473|92955	483	236.67	5	64.6143
gene_64|GeneMark.hmm|525_nt|+|93033|93557	525	266.546	3	34.4233
gene_65|GeneMark.hmm|960_nt|-|93827|94786	960	657.11	43	200.14
gene_66|GeneMark.hmm|1023_nt|-|95080|96102	1023	719.984	6	25.4877
gene_67|GeneMark.hmm|780_nt|-|96805|97584	780	480.751	26	165.408
gene_68|GeneMark.hmm|453_nt|+|97693|98145	453	216.897	127	1790.83
gene_69|GeneMark.hmm|360_nt|-|98398|98757	360	153.44	207	4126.04
gene_70|GeneMark.hmm|720_nt|+|99283|100002	720	425.31	38	273.263
gene_71|GeneMark.hmm|339_nt|-|100530|100868	339	140.197	20	436.31
gene_72|GeneMark.hmm|1029_nt|+|101083|102111	1029	725.984	22	92.6826
gene_73|GeneMark.hmm|537_nt|+|102435|102971	537	274.583	8	89.1086
gene_74|GeneMark.hmm|723_nt|-|102973|103695	723	428.021	45	321.551
gene_75|GeneMark.hmm|1548_nt|-|103815|105362	1548	1244.98	107	262.859
gene_76|GeneMark.hmm|588_nt|-|105485|106072	588	310.694	16	157.503
gene_77|GeneMark.hmm|873_nt|+|106349|107221	873	570.797	112	600.121
gene_78|GeneMark.hmm|1821_nt|-|107265|109085	1821	1517.98	756	1523.2
gene_79|GeneMark.hmm|1185_nt|-|109162|110346	1185	881.984	283	981.36
gene_80|GeneMark.hmm|1149_nt|-|110722|111870	1149	845.984	28	101.228
gene_81|GeneMark.hmm|393_nt|-|111922|112314	393	175.54	10	174.232
gene_82|GeneMark.hmm|390_nt|-|112409|112798	390	173.111	1	17.6676
gene_83|GeneMark.hmm|1497_nt|-|112913|114409	1497	1193.98	1	2.56156
gene_84|GeneMark.hmm|1089_nt|-|114506|115594	1089	785.984	12	46.695
gene_85|GeneMark.hmm|360_nt|+|115854|116213	360	153.44	193	3846.98
gene_86|GeneMark.hmm|603_nt|-|116255|116857	603	322.374	43	407.953
gene_87|GeneMark.hmm|420_nt|+|117321|117740	420	194.385	20	314.681
gene_88|GeneMark.hmm|1149_nt|-|117751|118899	1149	845.984	42	151.841
gene_89|GeneMark.hmm|1827_nt|-|119023|120849	1827	1523.98	207	415.425
gene_90|GeneMark.hmm|1104_nt|-|120989|122092	1104	800.984	199.724	762.622
gene_91|GeneMark.hmm|945_nt|-|122574|123518	945	642.234	304.276	1449.03
gene_92|GeneMark.hmm|1263_nt|-|123670|124932	1263	959.984	14	44.6033
gene_93|GeneMark.hmm|1848_nt|+|125079|126926	1848	1544.98	83	164.307
gene_94|GeneMark.hmm|558_nt|-|126944|127501	558	288.025	41	435.369
gene_95|GeneMark.hmm|1359_nt|+|127594|128952	1359	1055.98	32	92.682
gene_96|GeneMark.hmm|327_nt|-|128953|129279	327	131.67	14	325.194
gene_97|GeneMark.hmm|417_nt|-|129357|129773	417	192.233	1	15.9101
gene_98|GeneMark.hmm|1239_nt|+|129853|131091	1239	935.984	29	94.7616
gene_99|GeneMark.hmm|3012_nt|-|131088|134099	3012	2708.98	25	28.2252
gene_100|GeneMark.hmm|945_nt|+|134187|135131	945	642.234	0	0
gene_101|GeneMark.hmm|417_nt|+|135172|135588	417	192.233	11	175.012
gene_102|GeneMark.hmm|642_nt|-|135589|136230	642	354.578	7	60.3794
gene_103|GeneMark.hmm|642_nt|-|136265|136906	642	354.578	31	267.394
gene_104|GeneMark.hmm|681_nt|-|136975|137655	681	389.778	62	486.493
gene_105|GeneMark.hmm|1239_nt|+|137742|138980	1239	935.984	11	35.944
gene_106|GeneMark.hmm|2964_nt|-|139049|142012	2964	2660.98	220	252.862
gene_107|GeneMark.hmm|1512_nt|+|142103|143614	1512	1208.98	149	376.937
gene_108|GeneMark.hmm|606_nt|+|143723|144328	606	324.725	41	386.163
gene_109|GeneMark.hmm|708_nt|-|144620|145327	708	414.286	51	376.507
gene_110|GeneMark.hmm|480_nt|+|145414|145893	480	234.691	0	0
gene_111|GeneMark.hmm|1386_nt|+|145962|147347	1386	1082.98	37	104.492
gene_112|GeneMark.hmm|630_nt|+|147383|148012	630	345.232	0	0
gene_113|GeneMark.hmm|645_nt|-|148016|148660	645	357.194	14	119.874
gene_114|GeneMark.hmm|498_nt|+|148762|149259	498	247.298	8	98.9401
gene_115|GeneMark.hmm|600_nt|-|149376|149975	600	319.729	11	105.224
gene_116|GeneMark.hmm|1797_nt|+|150056|151852	1797	1493.98	32	65.5099
gene_117|GeneMark.hmm|312_nt|-|151937|152248	312	121.92	8	200.687
gene_118|GeneMark.hmm|843_nt|-|152729|153571	843	541.805	33	186.283
gene_119|GeneMark.hmm|1920_nt|-|153899|155818	1920	1616.98	118	223.192
gene_120|GeneMark.hmm|312_nt|-|155904|156215	312	121.92	26	652.232
gene_121|GeneMark.hmm|678_nt|+|156413|157090	678	386.93	7	55.331
gene_122|GeneMark.hmm|1302_nt|-|157171|158472	1302	998.984	7	21.431
gene_123|GeneMark.hmm|702_nt|-|158556|159257	702	408.884	3	22.44
gene_124|GeneMark.hmm|330_nt|-|159537|159866	330	133.87	25	571.161
gene_125|GeneMark.hmm|1869_nt|-|160007|161875	1869	1565.98	14	27.3428
gene_126|GeneMark.hmm|1416_nt|+|162083|163498	1416	1112.98	10	27.4798
gene_127|GeneMark.hmm|762_nt|+|163491|164252	762	464.192	13	85.6542
gene_128|GeneMark.hmm|639_nt|-|164257|164895	639	351.857	14	121.693
gene_129|GeneMark.hmm|1266_nt|+|166755|168020	1266	962.984	293	930.575
gene_130|GeneMark.hmm|1227_nt|-|168095|169321	1227	923.984	235	777.868
gene_131|GeneMark.hmm|612_nt|+|169771|170382	612	329.578	18	167.039
gene_132|GeneMark.hmm|744_nt|+|171352|172095	744	447.507	4347	29709.3
gene_133|GeneMark.hmm|1755_nt|+|172232|173986	1755	1451.98	21	44.2344
gene_134|GeneMark.hmm|309_nt|+|174048|174356	309	119.857	6	153.106
gene_135|GeneMark.hmm|939_nt|-|174364|175302	939	636.234	3	14.4214
gene_136|GeneMark.hmm|327_nt|-|175576|175902	327	131.67	4	92.9127
gene_137|GeneMark.hmm|1200_nt|-|176055|177254	1200	896.984	112	381.888
gene_138|GeneMark.hmm|6351_nt|-|177334|183684	6351	6047.98	152	76.8662
gene_139|GeneMark.hmm|555_nt|+|183806|184360	555	286.282	18	192.301
gene_140|GeneMark.hmm|849_nt|+|184413|185261	849	547.701	29	161.941
gene_141|GeneMark.hmm|699_nt|+|185350|186048	699	405.963	101	760.917
gene_142|GeneMark.hmm|1572_nt|+|186120|187691	1572	1268.98	51	122.918
gene_143|GeneMark.hmm|630_nt|+|187713|188342	630	345.232	22	194.901
gene_144|GeneMark.hmm|4395_nt|+|188494|192888	4395	4091.98	49	36.6239
gene_145|GeneMark.hmm|375_nt|-|192890|193264	375	163.098	39	731.338
gene_146|GeneMark.hmm|906_nt|+|193364|194269	906	603.352	78	395.391
gene_147|GeneMark.hmm|2172_nt|+|194368|196539	2172	1868.98	18	29.4557
gene_148|GeneMark.hmm|321_nt|+|196657|196977	321	127.686	2	47.9058
gene_149|GeneMark.hmm|732_nt|+|197058|197789	732	436.187	11	77.1298
gene_150|GeneMark.hmm|1488_nt|+|197832|199319	1488	1184.98	58	149.699
gene_151|GeneMark.hmm|1152_nt|-|199352|200503	1152	848.984	37	133.292
gene_152|GeneMark.hmm|3966_nt|-|200845|204810	3966	3662.98	18	15.0294
gene_153|GeneMark.hmm|5511_nt|-|204908|210418	5511	5207.98	12	7.04716
gene_154|GeneMark.hmm|756_nt|+|210513|211268	756	458.856	16	106.646
gene_155|GeneMark.hmm|1155_nt|+|211335|212489	1155	851.984	13	46.6675
gene_156|GeneMark.hmm|1353_nt|+|212533|213885	1353	1049.98	14	40.7801
gene_157|GeneMark.hmm|1356_nt|+|213927|215282	1356	1052.98	4	11.6183
gene_158|GeneMark.hmm|1059_nt|-|215290|216348	1059	755.984	7	28.3197
gene_159|GeneMark.hmm|2088_nt|+|216527|218614	2088	1784.98	540	925.257
gene_160|GeneMark.hmm|771_nt|-|218627|219397	771	472.206	100	647.696
gene_161|GeneMark.hmm|627_nt|-|219449|220075	627	342.607	0	0
gene_162|GeneMark.hmm|1248_nt|+|220183|221430	1248	944.984	19	61.4939
gene_163|GeneMark.hmm|717_nt|-|221803|222519	717	422.761	23	166.393
gene_164|GeneMark.hmm|1254_nt|-|222579|223832	1254	950.984	18	57.8898
gene_165|GeneMark.hmm|1464_nt|-|223978|225441	1464	1160.98	53.5298	141.017
gene_166|GeneMark.hmm|1080_nt|-|225353|226432	1080	776.984	46.4702	182.922
gene_167|GeneMark.hmm|864_nt|-|226510|227373	864	561.959	14	76.1949
gene_168|GeneMark.hmm|702_nt|+|227462|228163	702	408.884	17	127.16
gene_169|GeneMark.hmm|498_nt|-|228508|229005	498	247.298	50	618.376
gene_170|GeneMark.hmm|804_nt|+|229164|229967	804	503.9	78	473.427
gene_171|GeneMark.hmm|618_nt|+|230025|230642	618	334.685	7	63.9683
gene_172|GeneMark.hmm|330_nt|-|230658|230987	330	133.87	109	2490.26
gene_173|GeneMark.hmm|771_nt|-|231688|232458	771	472.206	6479	41964.2
gene_174|GeneMark.hmm|1005_nt|-|232533|233537	1005	701.984	4	17.4275
gene_175|GeneMark.hmm|3912_nt|-|233887|237798	3912	3608.98	161	136.441
gene_176|GeneMark.hmm|306_nt|-|237888|238193	306	117.784	0	0
gene_177|GeneMark.hmm|1905_nt|+|238336|240240	1905	1601.98	109	208.1
gene_178|GeneMark.hmm|1464_nt|+|240281|241744	1464	1160.98	54	142.256
gene_179|GeneMark.hmm|807_nt|+|241814|242620	807	506.852	24	144.821
gene_180|GeneMark.hmm|1473_nt|+|243216|244688	1473	1169.98	29	75.809
gene_181|GeneMark.hmm|468_nt|-|244692|245159	468	227.454	7	94.1255
gene_182|GeneMark.hmm|786_nt|+|245577|246362	786	486.612	11	69.1373
gene_183|GeneMark.hmm|792_nt|+|246298|247089	792	492.518	4	24.8394
gene_184|GeneMark.hmm|2514_nt|-|247112|249625	2514	2210.98	57	78.8482
gene_185|GeneMark.hmm|372_nt|-|250021|250392	372	161.132	12	227.773
gene_186|GeneMark.hmm|1152_nt|+|250800|251951	1152	848.984	56	201.74
gene_187|GeneMark.hmm|489_nt|-|252563|253051	489	240.966	7	88.8475
gene_188|GeneMark.hmm|834_nt|+|253124|253957	834	532.959	30	172.159
gene_189|GeneMark.hmm|918_nt|-|254278|255195	918	615.293	10	49.7073
gene_190|GeneMark.hmm|885_nt|-|255302|256186	885	582.578	35	183.745
gene_191|GeneMark.hmm|498_nt|-|256363|256860	498	247.298	74	915.196
gene_192|GeneMark.hmm|966_nt|-|257436|258401	966	663.11	117	539.638
gene_193|GeneMark.hmm|558_nt|+|258922|259479	558	288.025	1	10.6187
gene_194|GeneMark.hmm|963_nt|+|259557|260519	963	660.11	76	352.127
gene_195|GeneMark.hmm|1938_nt|-|260534|262471	1938	1634.98	263	491.977
gene_196|GeneMark.hmm|717_nt|+|262864|263580	717	422.761	131	947.719
gene_197|GeneMark.hmm|1215_nt|+|264121|265335	1215	911.984	92	308.534
gene_198|GeneMark.hmm|1308_nt|+|265401|266708	1308	1004.98	32	97.3853
gene_199|GeneMark.hmm|822_nt|+|266787|267608	822	521.311	69	404.813
gene_200|GeneMark.hmm|531_nt|+|267767|268297	531	270.832	29	327.492
gene_201|GeneMark.hmm|975_nt|-|268318|269292	975	671.984	30.5208	138.912
gene_202|GeneMark.hmm|981_nt|-|269341|270321	981	677.984	253	1141.31
gene_203|GeneMark.hmm|420_nt|+|270422|270841	420	194.385	1	15.734
gene_204|GeneMark.hmm|555_nt|+|270894|271448	555	286.282	97	1036.29
gene_205|GeneMark.hmm|906_nt|+|271524|272429	906	603.352	5	25.3456
gene_206|GeneMark.hmm|1068_nt|+|272517|273584	1068	764.984	630	2518.78
gene_207|GeneMark.hmm|444_nt|+|273656|274099	444	210.476	7	101.718
gene_208|GeneMark.hmm|441_nt|+|274146|274586	441	208.336	44	645.938
gene_209|GeneMark.hmm|510_nt|-|274595|275104	510	255.587	16	191.462
gene_210|GeneMark.hmm|987_nt|+|276021|277007	987	683.984	349	1560.57
gene_211|GeneMark.hmm|693_nt|-|277008|277700	693	400.509	58	442.912
gene_212|GeneMark.hmm|450_nt|+|277803|278252	450	214.72	2	28.4879
gene_213|GeneMark.hmm|789_nt|+|278357|279145	789	489.565	19	118.699
gene_214|GeneMark.hmm|906_nt|+|279458|280363	906	603.352	154	780.644
gene_215|GeneMark.hmm|465_nt|+|280846|281310	465	225.353	5	67.8592
gene_216|GeneMark.hmm|1305_nt|-|281342|282646	1305	1001.98	49	149.568
gene_217|GeneMark.hmm|414_nt|-|283226|283639	414	190.246	21	337.603
gene_218|GeneMark.hmm|738_nt|+|283741|284478	738	441.976	0	0
