target_id	length	eff_length	est_counts	tpm
gene_1|GeneMark.hmm|1029_nt|-|734|1762	1029	784.2	0.5	7.11449
gene_2|GeneMark.hmm|741_nt|-|3862|4602	741	500.644	15.5	345.464
gene_3|GeneMark.hmm|330_nt|-|6989|7318	330	151.447	0	0
gene_4|GeneMark.hmm|684_nt|-|7479|8162	684	446.786	4	99.8989
gene_5|GeneMark.hmm|312_nt|-|8559|8870	312	137.4	11	893.32
gene_6|GeneMark.hmm|405_nt|+|9205|9609	405	210.21	8	424.657
gene_7|GeneMark.hmm|675_nt|+|9928|10602	675	439.519	6	152.326
gene_8|GeneMark.hmm|1443_nt|+|10748|12190	1443	1198.2	0	0
gene_9|GeneMark.hmm|486_nt|-|14683|15168	486	276.116	70	2828.83
gene_10|GeneMark.hmm|1122_nt|-|16447|17568	1122	877.2	95	1208.44
gene_11|GeneMark.hmm|597_nt|+|18305|18901	597	368.224	23	696.975
gene_12|GeneMark.hmm|1032_nt|-|19938|20969	1032	787.2	4	56.699
gene_13|GeneMark.hmm|960_nt|+|21086|22045	960	715.273	1	15.6002
gene_14|GeneMark.hmm|483_nt|-|22360|22842	483	273.89	0	0
gene_15|GeneMark.hmm|1290_nt|+|22946|24235	1290	1045.2	8	85.4066
gene_16|GeneMark.hmm|942_nt|-|24358|25299	942	697.343	18	288.023
gene_17|GeneMark.hmm|1875_nt|+|26326|28200	1875	1630.2	238	1629.06
gene_18|GeneMark.hmm|387_nt|-|28668|29054	387	196.841	4	226.749
gene_19|GeneMark.hmm|1827_nt|+|29143|30969	1827	1582.2	5	35.2622
gene_20|GeneMark.hmm|624_nt|+|31043|31666	624	392.476	6	170.584
gene_21|GeneMark.hmm|1062_nt|-|31907|32968	1062	817.2	3	40.9632
gene_22|GeneMark.hmm|1278_nt|-|33043|34320	1278	1033.2	5	53.9991
gene_23|GeneMark.hmm|357_nt|+|34945|35301	357	172.281	1902	123190
gene_24|GeneMark.hmm|2421_nt|-|35501|37921	2421	2176.2	56	287.137
gene_25|GeneMark.hmm|624_nt|-|38093|38716	624	392.476	2	56.8614
gene_26|GeneMark.hmm|417_nt|-|39396|39812	417	220.112	11	557.635
gene_27|GeneMark.hmm|2268_nt|-|40214|42481	2268	2023.2	43	237.154
gene_28|GeneMark.hmm|330_nt|+|42588|42917	330	151.447	0	0
gene_29|GeneMark.hmm|2535_nt|-|43048|45582	2535	2290.2	12	58.4667
gene_30|GeneMark.hmm|831_nt|+|45670|46500	831	587.259	3	57.0023
gene_31|GeneMark.hmm|321_nt|+|46592|46912	321	144.095	0	0
gene_32|GeneMark.hmm|1722_nt|-|47033|48754	1722	1477.2	6	45.3224
gene_33|GeneMark.hmm|2667_nt|+|48872|51538	2667	2422.2	25	115.168
gene_34|GeneMark.hmm|741_nt|-|51424|52164	741	500.644	8	178.304
gene_35|GeneMark.hmm|558_nt|+|52256|52813	558	334.861	0	0
gene_36|GeneMark.hmm|1347_nt|-|53124|54470	1347	1102.2	1	10.1237
gene_37|GeneMark.hmm|1737_nt|-|54598|56334	1737	1492.2	15	112.167
gene_38|GeneMark.hmm|540_nt|-|56398|56937	540	320.214	78	2718.03
gene_39|GeneMark.hmm|1545_nt|-|57158|58702	1545	1300.2	82	703.727
gene_40|GeneMark.hmm|1386_nt|-|59373|60758	1386	1141.2	8	78.222
gene_41|GeneMark.hmm|1152_nt|+|60976|62127	1152	907.2	3	36.8994
gene_42|GeneMark.hmm|3129_nt|+|62231|65359	3129	2884.2	33	127.67
gene_43|GeneMark.hmm|891_nt|-|65476|66366	891	646.541	1	17.2585
gene_44|GeneMark.hmm|4467_nt|+|66574|71040	4467	4222.2	95	251.065
gene_45|GeneMark.hmm|657_nt|+|71262|71918	657	423.169	227	5985.66
gene_46|GeneMark.hmm|648_nt|+|72247|72894	648	414.759	0	0
gene_47|GeneMark.hmm|480_nt|+|73005|73484	480	271.454	0	0
gene_48|GeneMark.hmm|891_nt|+|73706|74596	891	646.541	295	5091.27
gene_49|GeneMark.hmm|891_nt|+|74723|75613	891	646.541	2	34.5171
gene_50|GeneMark.hmm|420_nt|-|75616|76035	420	222.256	0	0
gene_51|GeneMark.hmm|543_nt|+|76184|76726	543	322.776	39	1348.23
gene_52|GeneMark.hmm|1422_nt|+|76792|78213	1422	1177.2	47	445.501
gene_53|GeneMark.hmm|2730_nt|+|78337|81066	2730	2485.2	54	242.456
gene_54|GeneMark.hmm|954_nt|-|81182|82135	954	709.343	127	1997.78
gene_55|GeneMark.hmm|633_nt|-|82228|82860	633	400.953	22	612.251
gene_56|GeneMark.hmm|531_nt|-|82930|83460	531	312.984	0	0
gene_57|GeneMark.hmm|2424_nt|+|83752|86175	2424	2179.2	5	25.602
gene_58|GeneMark.hmm|567_nt|+|86997|87563	567	342.08	1	32.6192
gene_59|GeneMark.hmm|501_nt|+|87684|88184	501	288.058	2	77.4732
gene_60|GeneMark.hmm|588_nt|-|88299|88886	588	360.303	2	61.9388
gene_61|GeneMark.hmm|1224_nt|-|88962|90185	1224	979.2	85	968.608
gene_62|GeneMark.hmm|528_nt|+|90678|91205	528	310.412	17	611.098
