target_id	length	eff_length	est_counts	tpm
gene_1|GeneMark.hmm|1029_nt|-|734|1762	1029	757.154	2.5	46.9292
gene_2|GeneMark.hmm|741_nt|-|3862|4602	741	475.283	8.5	254.188
gene_3|GeneMark.hmm|330_nt|-|6989|7318	330	141.979	5	500.534
gene_4|GeneMark.hmm|684_nt|-|7479|8162	684	421.936	0	0
gene_5|GeneMark.hmm|312_nt|-|8559|8870	312	129.316	1	109.91
gene_6|GeneMark.hmm|405_nt|+|9205|9609	405	196.797	2	144.444
gene_7|GeneMark.hmm|675_nt|+|9928|10602	675	413.778	10	343.495
gene_8|GeneMark.hmm|1443_nt|+|10748|12190	1443	1171.15	2	24.2719
gene_9|GeneMark.hmm|486_nt|-|14683|15168	486	257.255	55	3038.69
gene_10|GeneMark.hmm|1122_nt|-|16447|17568	1122	850.154	81	1354.18
gene_11|GeneMark.hmm|597_nt|+|18305|18901	597	346.25	13	533.631
gene_12|GeneMark.hmm|1032_nt|-|19938|20969	1032	760.154	2	37.3952
gene_13|GeneMark.hmm|960_nt|+|21086|22045	960	688.154	0	0
gene_14|GeneMark.hmm|483_nt|-|22360|22842	483	255.032	2	111.461
gene_15|GeneMark.hmm|1290_nt|+|22946|24235	1290	1018.15	4	55.8385
gene_16|GeneMark.hmm|942_nt|-|24358|25299	942	670.221	7	148.446
gene_17|GeneMark.hmm|1875_nt|+|26326|28200	1875	1603.15	215	1906.12
gene_18|GeneMark.hmm|387_nt|-|28668|29054	387	183.341	1	77.5226
gene_19|GeneMark.hmm|1827_nt|+|29143|30969	1827	1555.15	4	36.5573
gene_20|GeneMark.hmm|624_nt|+|31043|31666	624	368.689	9	346.953
gene_21|GeneMark.hmm|1062_nt|-|31907|32968	1062	790.154	1	17.9877
gene_22|GeneMark.hmm|1278_nt|-|33043|34320	1278	1006.15	2	28.2523
gene_23|GeneMark.hmm|357_nt|+|34945|35301	357	161.259	1057	93162.2
gene_24|GeneMark.hmm|2421_nt|-|35501|37921	2421	2149.15	28	185.173
gene_25|GeneMark.hmm|624_nt|-|38093|38716	624	368.689	0	0
gene_26|GeneMark.hmm|417_nt|-|39396|39812	417	205.315	12	830.708
gene_27|GeneMark.hmm|2268_nt|-|40214|42481	2268	1996.15	32	227.847
gene_28|GeneMark.hmm|330_nt|+|42588|42917	330	141.979	0	0
gene_29|GeneMark.hmm|2535_nt|-|43048|45582	2535	2263.15	1	6.2802
gene_30|GeneMark.hmm|831_nt|+|45670|46500	831	561.18	2	50.6542
gene_31|GeneMark.hmm|321_nt|+|46592|46912	321	135.722	0	0
gene_32|GeneMark.hmm|1722_nt|-|47033|48754	1722	1450.15	2	19.6021
gene_33|GeneMark.hmm|2667_nt|+|48872|51538	2667	2395.15	21	124.616
gene_34|GeneMark.hmm|741_nt|-|51424|52164	741	475.283	1	29.9044
gene_35|GeneMark.hmm|558_nt|+|52256|52813	558	312.754	0	0
gene_36|GeneMark.hmm|1347_nt|-|53124|54470	1347	1075.15	2	26.4391
gene_37|GeneMark.hmm|1737_nt|-|54598|56334	1737	1465.15	8	77.6058
gene_38|GeneMark.hmm|540_nt|-|56398|56937	540	299.193	52	2470.25
gene_39|GeneMark.hmm|1545_nt|-|57158|58702	1545	1273.15	39	435.383
gene_40|GeneMark.hmm|1386_nt|-|59373|60758	1386	1114.15	4	51.0273
gene_41|GeneMark.hmm|1152_nt|+|60976|62127	1152	880.154	0	0
gene_42|GeneMark.hmm|3129_nt|+|62231|65359	3129	2857.15	22	109.44
gene_43|GeneMark.hmm|891_nt|-|65476|66366	891	619.668	3	68.8098
gene_44|GeneMark.hmm|4467_nt|+|66574|71040	4467	4195.15	66	223.606
gene_45|GeneMark.hmm|657_nt|+|71262|71918	657	397.635	245	8757.29
gene_46|GeneMark.hmm|648_nt|+|72247|72894	648	389.155	0	0
gene_47|GeneMark.hmm|480_nt|+|73005|73484	480	252.661	0	0
gene_48|GeneMark.hmm|891_nt|+|73706|74596	891	619.668	153	3509.3
gene_49|GeneMark.hmm|891_nt|+|74723|75613	891	619.668	0	0
gene_50|GeneMark.hmm|420_nt|-|75616|76035	420	207.495	1	68.4985
gene_51|GeneMark.hmm|543_nt|+|76184|76726	543	301.387	20	943.177
gene_52|GeneMark.hmm|1422_nt|+|76792|78213	1422	1150.15	26	321.296
gene_53|GeneMark.hmm|2730_nt|+|78337|81066	2730	2458.15	25	144.55
gene_54|GeneMark.hmm|954_nt|-|81182|82135	954	682.154	79	1646.01
gene_55|GeneMark.hmm|633_nt|-|82228|82860	633	376.541	11	415.21
gene_56|GeneMark.hmm|531_nt|-|82930|83460	531	292.04	0	0
gene_57|GeneMark.hmm|2424_nt|+|83752|86175	2424	2152.15	1	6.60411
gene_58|GeneMark.hmm|567_nt|+|86997|87563	567	320.455	3	133.058
gene_59|GeneMark.hmm|501_nt|+|87684|88184	501	268.57	0	0
gene_60|GeneMark.hmm|588_nt|-|88299|88886	588	338.249	4	168.078
gene_61|GeneMark.hmm|1224_nt|-|88962|90185	1224	952.154	60	895.636
gene_62|GeneMark.hmm|528_nt|+|90678|91205	528	289.891	11	539.318
gene_63|GeneMark.hmm|483_nt|+|92473|92955	483	255.032	0	0
gene_64|GeneMark.hmm|525_nt|+|93033|93557	525	287.579	1	49.4231
gene_65|GeneMark.hmm|960_nt|-|93827|94786	960	688.154	6	123.923
gene_66|GeneMark.hmm|1023_nt|-|95080|96102	1023	751.154	0	0
gene_67|GeneMark.hmm|780_nt|-|96805|97584	780	511.771	16	444.357
