target_id	length	eff_length	est_counts	tpm
gene_1|GeneMark.hmm|1029_nt|-|734|1762	1029	757.015	0	0
gene_2|GeneMark.hmm|741_nt|-|3862|4602	741	472.846	2.5	70.0155
gene_3|GeneMark.hmm|330_nt|-|6989|7318	330	141.67	1	93.4754
gene_4|GeneMark.hmm|684_nt|-|7479|8162	684	420.082	0	0
gene_5|GeneMark.hmm|312_nt|-|8559|8870	312	130.016	2	203.708
gene_6|GeneMark.hmm|405_nt|+|9205|9609	405	196.045	4	270.196
gene_7|GeneMark.hmm|675_nt|+|9928|10602	675	411.668	4	128.673
gene_8|GeneMark.hmm|1443_nt|+|10748|12190	1443	1171.02	1	11.3087
gene_9|GeneMark.hmm|486_nt|-|14683|15168	486	254.78	67	3482.44
gene_10|GeneMark.hmm|1122_nt|-|16447|17568	1122	850.015	57	888.019
gene_11|GeneMark.hmm|597_nt|+|18305|18901	597	342.496	12	463.981
gene_12|GeneMark.hmm|1032_nt|-|19938|20969	1032	760.015	0	0
gene_13|GeneMark.hmm|960_nt|+|21086|22045	960	688.015	3	57.7427
gene_14|GeneMark.hmm|483_nt|-|22360|22842	483	252.717	1	52.4011
gene_15|GeneMark.hmm|1290_nt|+|22946|24235	1290	1018.02	1	13.0083
gene_16|GeneMark.hmm|942_nt|-|24358|25299	942	670.082	16	316.203
gene_17|GeneMark.hmm|1875_nt|+|26326|28200	1875	1603.02	318	2627.02
gene_18|GeneMark.hmm|387_nt|-|28668|29054	387	183.258	0	0
gene_19|GeneMark.hmm|1827_nt|+|29143|30969	1827	1555.02	5	42.5804
gene_20|GeneMark.hmm|624_nt|+|31043|31666	624	365.558	4	144.903
gene_21|GeneMark.hmm|1062_nt|-|31907|32968	1062	790.015	3	50.2875
gene_22|GeneMark.hmm|1278_nt|-|33043|34320	1278	1006.02	0	0
gene_23|GeneMark.hmm|357_nt|+|34945|35301	357	161.506	1105	90604.3
gene_24|GeneMark.hmm|2421_nt|-|35501|37921	2421	2149.02	27	166.379
gene_25|GeneMark.hmm|624_nt|-|38093|38716	624	365.558	3	108.677
gene_26|GeneMark.hmm|417_nt|-|39396|39812	417	204.045	5	324.502
gene_27|GeneMark.hmm|2268_nt|-|40214|42481	2268	1996.02	29	192.401
gene_28|GeneMark.hmm|330_nt|+|42588|42917	330	141.67	0	0
gene_29|GeneMark.hmm|2535_nt|-|43048|45582	2535	2263.02	1	5.85176
gene_30|GeneMark.hmm|831_nt|+|45670|46500	831	560.206	2	47.2777
gene_31|GeneMark.hmm|321_nt|+|46592|46912	321	135.756	0	0
gene_32|GeneMark.hmm|1722_nt|-|47033|48754	1722	1450.02	0	0
gene_33|GeneMark.hmm|2667_nt|+|48872|51538	2667	2395.02	8	44.234
gene_34|GeneMark.hmm|741_nt|-|51424|52164	741	472.846	7	196.043
gene_35|GeneMark.hmm|558_nt|+|52256|52813	558	310.282	0	0
gene_36|GeneMark.hmm|1347_nt|-|53124|54470	1347	1075.02	3	36.9556
gene_37|GeneMark.hmm|1737_nt|-|54598|56334	1737	1465.02	1	9.03924
gene_38|GeneMark.hmm|540_nt|-|56398|56937	540	296.236	65	2905.69
gene_39|GeneMark.hmm|1545_nt|-|57158|58702	1545	1273.02	46	478.518
gene_40|GeneMark.hmm|1386_nt|-|59373|60758	1386	1114.02	1	11.8873
gene_41|GeneMark.hmm|1152_nt|+|60976|62127	1152	880.015	6	90.2891
gene_42|GeneMark.hmm|3129_nt|+|62231|65359	3129	2857.02	24	111.243
gene_43|GeneMark.hmm|891_nt|-|65476|66366	891	619.278	4	85.5359
gene_44|GeneMark.hmm|4467_nt|+|66574|71040	4467	4195.02	85	268.324
gene_45|GeneMark.hmm|657_nt|+|71262|71918	657	394.892	450	15090.7
gene_46|GeneMark.hmm|648_nt|+|72247|72894	648	386.797	3	102.71
gene_47|GeneMark.hmm|480_nt|+|73005|73484	480	250.31	1	52.905
gene_48|GeneMark.hmm|891_nt|+|73706|74596	891	619.278	130	2779.92
gene_49|GeneMark.hmm|891_nt|+|74723|75613	891	619.278	5	106.92
gene_50|GeneMark.hmm|420_nt|-|75616|76035	420	206.277	4	256.793
gene_51|GeneMark.hmm|543_nt|+|76184|76726	543	298.286	19	843.517
gene_52|GeneMark.hmm|1422_nt|+|76792|78213	1422	1150.02	32	368.486
gene_53|GeneMark.hmm|2730_nt|+|78337|81066	2730	2458.02	17	91.588
gene_54|GeneMark.hmm|954_nt|-|81182|82135	954	682.015	64	1242.68
gene_55|GeneMark.hmm|633_nt|-|82228|82860	633	373.689	2	70.8751
gene_56|GeneMark.hmm|531_nt|-|82930|83460	531	288.958	2	91.6579
gene_57|GeneMark.hmm|2424_nt|+|83752|86175	2424	2152.02	0	0
gene_58|GeneMark.hmm|567_nt|+|86997|87563	567	317.04	0	0
gene_59|GeneMark.hmm|501_nt|+|87684|88184	501	265.831	0	0
gene_60|GeneMark.hmm|588_nt|-|88299|88886	588	334.895	3	118.628
gene_61|GeneMark.hmm|1224_nt|-|88962|90185	1224	952.015	40	556.404
gene_62|GeneMark.hmm|528_nt|+|90678|91205	528	286.607	14	646.868
gene_63|GeneMark.hmm|483_nt|+|92473|92955	483	252.717	0	0
gene_64|GeneMark.hmm|525_nt|+|93033|93557	525	284.282	0	0
gene_65|GeneMark.hmm|960_nt|-|93827|94786	960	688.015	17	327.209
gene_66|GeneMark.hmm|1023_nt|-|95080|96102	1023	751.015	5	88.1648
gene_67|GeneMark.hmm|780_nt|-|96805|97584	780	510.474	24	622.604
gene_68|GeneMark.hmm|453_nt|+|97693|98145	453	231.283	1	57.2572
gene_69|GeneMark.hmm|360_nt|-|98398|98757	360	163.793	3	242.55
gene_70|GeneMark.hmm|720_nt|+|99283|100002	720	452.86	1	29.2422
gene_71|GeneMark.hmm|339_nt|-|100530|100868	339	148.095	5	447.099
gene_72|GeneMark.hmm|1029_nt|+|101083|102111	1029	757.015	0	0
gene_73|GeneMark.hmm|537_nt|+|102435|102971	537	293.929	0	0
gene_74|GeneMark.hmm|723_nt|-|102973|103695	723	455.679	1	29.0613
gene_75|GeneMark.hmm|1548_nt|-|103815|105362	1548	1276.02	0	0
gene_76|GeneMark.hmm|588_nt|-|105485|106072	588	334.895	0	0
gene_77|GeneMark.hmm|873_nt|+|106349|107221	873	601.517	3	66.0461
gene_78|GeneMark.hmm|1821_nt|-|107265|109085	1821	1549.02	648	5539.79
gene_79|GeneMark.hmm|1185_nt|-|109162|110346	1185	913.015	9	130.538
gene_80|GeneMark.hmm|1149_nt|-|110722|111870	1149	877.015	5	75.4983
gene_81|GeneMark.hmm|393_nt|-|111922|112314	393	187.296	0	0
gene_82|GeneMark.hmm|390_nt|-|112409|112798	390	185.117	0	0
gene_83|GeneMark.hmm|1497_nt|-|112913|114409	1497	1225.02	0	0
gene_84|GeneMark.hmm|1089_nt|-|114506|115594	1089	817.015	5	81.0427
