target_id	length	eff_length	est_counts	tpm
gene_1|GeneMark.hmm|1029_nt|-|734|1762	1029	757.818	0.5	6.88028
gene_2|GeneMark.hmm|741_nt|-|3862|4602	741	475.117	14	307.276
gene_3|GeneMark.hmm|330_nt|-|6989|7318	330	143.785	4	290.099
gene_4|GeneMark.hmm|684_nt|-|7479|8162	684	422.828	2	49.325
gene_5|GeneMark.hmm|312_nt|-|8559|8870	312	131.649	8	633.685
gene_6|GeneMark.hmm|405_nt|+|9205|9609	405	199.059	0	0
gene_7|GeneMark.hmm|675_nt|+|9928|10602	675	414.803	5	125.698
gene_8|GeneMark.hmm|1443_nt|+|10748|12190	1443	1171.82	5	44.495
gene_9|GeneMark.hmm|486_nt|-|14683|15168	486	259.898	119	4774.69
gene_10|GeneMark.hmm|1122_nt|-|16447|17568	1122	850.818	108	1323.7
gene_11|GeneMark.hmm|597_nt|+|18305|18901	597	347.785	29	869.537
gene_12|GeneMark.hmm|1032_nt|-|19938|20969	1032	760.818	3	41.1189
gene_13|GeneMark.hmm|960_nt|+|21086|22045	960	688.888	11	166.512
gene_14|GeneMark.hmm|483_nt|-|22360|22842	483	257.804	3	121.348
gene_15|GeneMark.hmm|1290_nt|+|22946|24235	1290	1018.82	11	112.589
gene_16|GeneMark.hmm|942_nt|-|24358|25299	942	670.955	13	202.046
gene_17|GeneMark.hmm|1875_nt|+|26326|28200	1875	1603.82	463	3010.42
gene_18|GeneMark.hmm|387_nt|-|28668|29054	387	186.434	1	55.9339
gene_19|GeneMark.hmm|1827_nt|+|29143|30969	1827	1555.82	0	0
gene_20|GeneMark.hmm|624_nt|+|31043|31666	624	370.885	3	84.3497
gene_21|GeneMark.hmm|1062_nt|-|31907|32968	1062	790.818	1	13.1864
gene_22|GeneMark.hmm|1278_nt|-|33043|34320	1278	1006.82	3	31.0722
gene_23|GeneMark.hmm|357_nt|+|34945|35301	357	163.441	2462	157083
gene_24|GeneMark.hmm|2421_nt|-|35501|37921	2421	2149.82	30	145.519
gene_25|GeneMark.hmm|624_nt|-|38093|38716	624	370.885	2	56.2331
gene_26|GeneMark.hmm|417_nt|-|39396|39812	417	207.829	16	802.813
gene_27|GeneMark.hmm|2268_nt|-|40214|42481	2268	1996.82	96	501.342
gene_28|GeneMark.hmm|330_nt|+|42588|42917	330	143.785	0	0
gene_29|GeneMark.hmm|2535_nt|-|43048|45582	2535	2263.82	19	87.5212
gene_30|GeneMark.hmm|831_nt|+|45670|46500	831	561.574	0	0
gene_31|GeneMark.hmm|321_nt|+|46592|46912	321	137.49	1	75.8457
gene_32|GeneMark.hmm|1722_nt|-|47033|48754	1722	1450.82	0	0
gene_33|GeneMark.hmm|2667_nt|+|48872|51538	2667	2395.82	23	100.109
gene_34|GeneMark.hmm|741_nt|-|51424|52164	741	475.117	3	65.8449
gene_35|GeneMark.hmm|558_nt|+|52256|52813	558	313.874	1	33.2236
gene_36|GeneMark.hmm|1347_nt|-|53124|54470	1347	1075.82	0	0
gene_37|GeneMark.hmm|1737_nt|-|54598|56334	1737	1465.82	7	49.7988
