target_id	length	eff_length	est_counts	tpm
gene_1|GeneMark.hmm|1029_nt|-|734|1762	1029	728.67	4.5	15.1049
gene_2|GeneMark.hmm|741_nt|-|3862|4602	741	445.628	197	1081.26
gene_3|GeneMark.hmm|330_nt|-|6989|7318	330	123.883	26	513.334
gene_4|GeneMark.hmm|684_nt|-|7479|8162	684	392.986	16	99.5816
gene_5|GeneMark.hmm|312_nt|-|8559|8870	312	112.329	66	1437.11
gene_6|GeneMark.hmm|405_nt|+|9205|9609	405	174.444	7	98.1473
gene_7|GeneMark.hmm|675_nt|+|9928|10602	675	384.75	4	25.4283
gene_8|GeneMark.hmm|1443_nt|+|10748|12190	1443	1142.67	2	4.28101
gene_9|GeneMark.hmm|486_nt|-|14683|15168	486	232.149	2747	28942
gene_10|GeneMark.hmm|1122_nt|-|16447|17568	1122	821.67	419	1247.25
gene_11|GeneMark.hmm|597_nt|+|18305|18901	597	316.579	558	4311.11
gene_12|GeneMark.hmm|1032_nt|-|19938|20969	1032	731.67	59	197.23
gene_13|GeneMark.hmm|960_nt|+|21086|22045	960	659.67	42	155.725
gene_14|GeneMark.hmm|483_nt|-|22360|22842	483	230.442	24	254.734
gene_15|GeneMark.hmm|1290_nt|+|22946|24235	1290	989.67	24	59.314
gene_16|GeneMark.hmm|942_nt|-|24358|25299	942	641.67	526	2004.98
gene_17|GeneMark.hmm|1875_nt|+|26326|28200	1875	1574.67	115	178.626
gene_18|GeneMark.hmm|387_nt|-|28668|29054	387	161.346	13	197.071
gene_19|GeneMark.hmm|1827_nt|+|29143|30969	1827	1526.67	67	107.341
gene_20|GeneMark.hmm|624_nt|+|31043|31666	624	339.207	23	165.844
gene_21|GeneMark.hmm|1062_nt|-|31907|32968	1062	761.67	19	61.0131
gene_22|GeneMark.hmm|1278_nt|-|33043|34320	1278	977.67	13	32.5228
gene_23|GeneMark.hmm|357_nt|+|34945|35301	357	141.754	406	7005.33
gene_24|GeneMark.hmm|2421_nt|-|35501|37921	2421	2120.67	127	146.476
gene_25|GeneMark.hmm|624_nt|-|38093|38716	624	339.207	12	86.5272
gene_26|GeneMark.hmm|417_nt|-|39396|39812	417	182.369	227	3044.48
gene_27|GeneMark.hmm|2268_nt|-|40214|42481	2268	1967.67	131	162.838
gene_28|GeneMark.hmm|330_nt|+|42588|42917	330	123.883	11	217.18
gene_29|GeneMark.hmm|2535_nt|-|43048|45582	2535	2234.67	53	58.0095
gene_30|GeneMark.hmm|831_nt|+|45670|46500	831	531.856	42	193.149
