target_id	length	eff_length	est_counts	tpm
gene_1|GeneMark.hmm|1029_nt|-|734|1762	1029	797.94	0.5	13.3848
gene_2|GeneMark.hmm|741_nt|-|3862|4602	741	513.897	16	665.052
gene_3|GeneMark.hmm|330_nt|-|6989|7318	330	159.051	2	268.6
gene_4|GeneMark.hmm|684_nt|-|7479|8162	684	458.738	1	46.5637
gene_5|GeneMark.hmm|312_nt|-|8559|8870	312	145.276	2	294.068
gene_6|GeneMark.hmm|405_nt|+|9205|9609	405	219.272	1	97.4155
gene_7|GeneMark.hmm|675_nt|+|9928|10602	675	449.92	0	0
gene_8|GeneMark.hmm|1443_nt|+|10748|12190	1443	1211.94	0	0
gene_9|GeneMark.hmm|486_nt|-|14683|15168	486	285.495	54	4040.24
gene_10|GeneMark.hmm|1122_nt|-|16447|17568	1122	890.94	33	791.184
gene_11|GeneMark.hmm|597_nt|+|18305|18901	597	379.482	16	900.62
gene_12|GeneMark.hmm|1032_nt|-|19938|20969	1032	800.94	6	160.016
gene_13|GeneMark.hmm|960_nt|+|21086|22045	960	728.94	3	87.9107
gene_14|GeneMark.hmm|483_nt|-|22360|22842	483	283.045	4	301.867
gene_15|GeneMark.hmm|1290_nt|+|22946|24235	1290	1058.94	3	60.5149
gene_16|GeneMark.hmm|942_nt|-|24358|25299	942	710.94	24	721.092
gene_17|GeneMark.hmm|1875_nt|+|26326|28200	1875	1643.94	0	0
gene_18|GeneMark.hmm|387_nt|-|28668|29054	387	204.749	1	104.325
gene_19|GeneMark.hmm|1827_nt|+|29143|30969	1827	1595.94	7	93.6901
gene_20|GeneMark.hmm|624_nt|+|31043|31666	624	403.221	10	529.748
gene_21|GeneMark.hmm|1062_nt|-|31907|32968	1062	830.94	1	25.7065
gene_22|GeneMark.hmm|1278_nt|-|33043|34320	1278	1046.94	0	0
gene_23|GeneMark.hmm|357_nt|+|34945|35301	357	180.614	4	473.064
gene_24|GeneMark.hmm|2421_nt|-|35501|37921	2421	2189.94	18	175.571
gene_25|GeneMark.hmm|624_nt|-|38093|38716	624	403.221	0	0
gene_26|GeneMark.hmm|417_nt|-|39396|39812	417	228.986	8	746.266
gene_27|GeneMark.hmm|2268_nt|-|40214|42481	2268	2036.94	44	461.41
gene_28|GeneMark.hmm|330_nt|+|42588|42917	330	159.051	1	134.3
gene_29|GeneMark.hmm|2535_nt|-|43048|45582	2535	2303.94	2	18.5426
gene_30|GeneMark.hmm|831_nt|+|45670|46500	831	600.866	4	142.198
gene_31|GeneMark.hmm|321_nt|+|46592|46912	321	152.12	0	0
gene_32|GeneMark.hmm|1722_nt|-|47033|48754	1722	1490.94	2	28.6538
gene_33|GeneMark.hmm|2667_nt|+|48872|51538	2667	2435.94	16	140.303
gene_34|GeneMark.hmm|741_nt|-|51424|52164	741	513.897	2	83.1315
gene_35|GeneMark.hmm|558_nt|+|52256|52813	558	345.348	3	185.557
gene_36|GeneMark.hmm|1347_nt|-|53124|54470	1347	1115.94	3	57.4239
gene_37|GeneMark.hmm|1737_nt|-|54598|56334	1737	1505.94	1	14.1842
gene_38|GeneMark.hmm|540_nt|-|56398|56937	540	330.726	18	1162.56
gene_39|GeneMark.hmm|1545_nt|-|57158|58702	1545	1313.94	83	1349.32
gene_40|GeneMark.hmm|1386_nt|-|59373|60758	1386	1154.94	4	73.9797
gene_41|GeneMark.hmm|1152_nt|+|60976|62127	1152	920.94	9	208.749
gene_42|GeneMark.hmm|3129_nt|+|62231|65359	3129	2897.94	26	191.644
gene_43|GeneMark.hmm|891_nt|-|65476|66366	891	660.008	2	64.7281
gene_44|GeneMark.hmm|4467_nt|+|66574|71040	4467	4235.94	79	398.373
gene_45|GeneMark.hmm|657_nt|+|71262|71918	657	433.21	10	493.076
gene_46|GeneMark.hmm|648_nt|+|72247|72894	648	424.468	0	0
gene_47|GeneMark.hmm|480_nt|+|73005|73484	480	280.532	1	76.1431
gene_48|GeneMark.hmm|891_nt|+|73706|74596	891	660.008	48	1553.48
gene_49|GeneMark.hmm|891_nt|+|74723|75613	891	660.008	0	0
gene_50|GeneMark.hmm|420_nt|-|75616|76035	420	231.519	3	276.788
gene_51|GeneMark.hmm|543_nt|+|76184|76726	543	333.31	20	1281.72
gene_52|GeneMark.hmm|1422_nt|+|76792|78213	1422	1190.94	8	143.487
gene_53|GeneMark.hmm|2730_nt|+|78337|81066	2730	2498.94	48	410.296
gene_54|GeneMark.hmm|954_nt|-|81182|82135	954	722.94	91	2688.76
gene_55|GeneMark.hmm|633_nt|-|82228|82860	633	411.154	8	415.621
gene_56|GeneMark.hmm|531_nt|-|82930|83460	531	322.995	4	264.531
gene_57|GeneMark.hmm|2424_nt|+|83752|86175	2424	2192.94	3	29.2218
gene_58|GeneMark.hmm|567_nt|+|86997|87563	567	353.088	0	0
gene_59|GeneMark.hmm|501_nt|+|87684|88184	501	297.635	2	143.535
gene_60|GeneMark.hmm|588_nt|-|88299|88886	588	371.518	7	402.467
gene_61|GeneMark.hmm|1224_nt|-|88962|90185	1224	992.94	64	1376.79
gene_62|GeneMark.hmm|528_nt|+|90678|91205	528	320.198	7	466.973
gene_63|GeneMark.hmm|483_nt|+|92473|92955	483	283.045	0	0
gene_64|GeneMark.hmm|525_nt|+|93033|93557	525	317.499	1	67.2775
gene_65|GeneMark.hmm|960_nt|-|93827|94786	960	728.94	11	322.339
gene_66|GeneMark.hmm|1023_nt|-|95080|96102	1023	791.94	0	0
gene_67|GeneMark.hmm|780_nt|-|96805|97584	780	550.842	21	814.337
gene_68|GeneMark.hmm|453_nt|+|97693|98145	453	258.366	1	82.6755
gene_69|GeneMark.hmm|360_nt|-|98398|98757	360	183.006	7	817.042
gene_70|GeneMark.hmm|720_nt|+|99283|100002	720	493.35	6	259.782
gene_71|GeneMark.hmm|339_nt|-|100530|100868	339	165.845	2	257.597
gene_72|GeneMark.hmm|1029_nt|+|101083|102111	1029	797.94	2	53.5392
gene_73|GeneMark.hmm|537_nt|+|102435|102971	537	328.415	0	0
gene_74|GeneMark.hmm|723_nt|-|102973|103695	723	496.3	4	172.158
gene_75|GeneMark.hmm|1548_nt|-|103815|105362	1548	1316.94	0	0
gene_76|GeneMark.hmm|588_nt|-|105485|106072	588	371.518	0	0
gene_77|GeneMark.hmm|873_nt|+|106349|107221	873	642.072	15	499.022
gene_78|GeneMark.hmm|1821_nt|-|107265|109085	1821	1589.94	18	241.827
gene_79|GeneMark.hmm|1185_nt|-|109162|110346	1185	953.94	25	559.798
gene_80|GeneMark.hmm|1149_nt|-|110722|111870	1149	917.94	7	162.891
gene_81|GeneMark.hmm|393_nt|-|111922|112314	393	209.388	0	0
gene_82|GeneMark.hmm|390_nt|-|112409|112798	390	206.94	0	0
gene_83|GeneMark.hmm|1497_nt|-|112913|114409	1497	1265.94	0	0
gene_84|GeneMark.hmm|1089_nt|-|114506|115594	1089	857.94	0	0
gene_85|GeneMark.hmm|360_nt|+|115854|116213	360	183.006	5	583.602
gene_86|GeneMark.hmm|603_nt|-|116255|116857	603	384.896	8	443.975
gene_87|GeneMark.hmm|420_nt|+|117321|117740	420	231.519	0	0
gene_88|GeneMark.hmm|1149_nt|-|117751|118899	1149	917.94	0	0
gene_89|GeneMark.hmm|1827_nt|-|119023|120849	1827	1595.94	5	66.9215
gene_90|GeneMark.hmm|1104_nt|-|120989|122092	1104	872.94	6	146.818
gene_91|GeneMark.hmm|945_nt|-|122574|123518	945	713.94	17	508.627
gene_92|GeneMark.hmm|1263_nt|-|123670|124932	1263	1031.94	0	0
gene_93|GeneMark.hmm|1848_nt|+|125079|126926	1848	1616.94	7	92.4733
gene_94|GeneMark.hmm|558_nt|-|126944|127501	558	345.348	6	371.113
gene_95|GeneMark.hmm|1359_nt|+|127594|128952	1359	1127.94	18	340.878
gene_96|GeneMark.hmm|327_nt|-|128953|129279	327	156.675	1	136.337
gene_97|GeneMark.hmm|417_nt|-|129357|129773	417	228.986	0	0
gene_98|GeneMark.hmm|1239_nt|+|129853|131091	1239	1007.94	10	211.923
gene_99|GeneMark.hmm|3012_nt|-|131088|134099	3012	2780.94	5	38.4052
gene_100|GeneMark.hmm|945_nt|+|134187|135131	945	713.94	0	0
gene_101|GeneMark.hmm|417_nt|+|135172|135588	417	228.986	2	186.567
gene_102|GeneMark.hmm|642_nt|-|135589|136230	642	419.146	4	203.848
gene_103|GeneMark.hmm|642_nt|-|136265|136906	642	419.146	6	305.772
gene_104|GeneMark.hmm|681_nt|-|136975|137655	681	455.829	4	187.443
gene_105|GeneMark.hmm|1239_nt|+|137742|138980	1239	1007.94	0	0
gene_106|GeneMark.hmm|2964_nt|-|139049|142012	2964	2732.94	218	1703.88
