target_id	length	eff_length	est_counts	tpm
gene_1|GeneMark.hmm|1029_nt|-|734|1762	1029	782.542	1	12.4826
gene_2|GeneMark.hmm|741_nt|-|3862|4602	741	498.531	245.5	4810.32
gene_3|GeneMark.hmm|330_nt|-|6989|7318	330	143.377	30	2043.88
gene_4|GeneMark.hmm|684_nt|-|7479|8162	684	443.952	3	66.0086
gene_5|GeneMark.hmm|312_nt|-|8559|8870	312	130.118	86	6456.2
gene_6|GeneMark.hmm|405_nt|+|9205|9609	405	201.181	11	534.096
gene_7|GeneMark.hmm|675_nt|+|9928|10602	675	435.434	6	134.6
gene_8|GeneMark.hmm|1443_nt|+|10748|12190	1443	1196.54	2	16.3274
gene_9|GeneMark.hmm|486_nt|-|14683|15168	486	267.553	580	21175.5
gene_10|GeneMark.hmm|1122_nt|-|16447|17568	1122	875.542	85	948.323
gene_11|GeneMark.hmm|597_nt|+|18305|18901	597	362.867	403	10848.5
gene_12|GeneMark.hmm|1032_nt|-|19938|20969	1032	785.542	24	298.439
gene_13|GeneMark.hmm|960_nt|+|21086|22045	960	713.542	12	164.277
gene_14|GeneMark.hmm|483_nt|-|22360|22842	483	265.062	1	36.8525
gene_15|GeneMark.hmm|1290_nt|+|22946|24235	1290	1043.54	7	65.5243
gene_16|GeneMark.hmm|942_nt|-|24358|25299	942	695.542	474	6656.86
gene_17|GeneMark.hmm|1875_nt|+|26326|28200	1875	1628.54	197	1181.63
gene_18|GeneMark.hmm|387_nt|-|28668|29054	387	187.281	1	52.1579
gene_19|GeneMark.hmm|1827_nt|+|29143|30969	1827	1580.54	9	55.6226
gene_20|GeneMark.hmm|624_nt|+|31043|31666	624	387.429	8	201.703
gene_21|GeneMark.hmm|1062_nt|-|31907|32968	1062	815.542	19	227.574
gene_22|GeneMark.hmm|1278_nt|-|33043|34320	1278	1031.54	0	0
gene_23|GeneMark.hmm|357_nt|+|34945|35301	357	163.672	1236	73766.3
gene_24|GeneMark.hmm|2421_nt|-|35501|37921	2421	2174.54	27	121.286
gene_25|GeneMark.hmm|624_nt|-|38093|38716	624	387.429	0	0
gene_26|GeneMark.hmm|417_nt|-|39396|39812	417	211.027	320	14812.4
gene_27|GeneMark.hmm|2268_nt|-|40214|42481	2268	2021.54	28	135.297
gene_28|GeneMark.hmm|330_nt|+|42588|42917	330	143.377	0	0
gene_29|GeneMark.hmm|2535_nt|-|43048|45582	2535	2288.54	0	0
gene_30|GeneMark.hmm|831_nt|+|45670|46500	831	585.401	5	83.4317
gene_31|GeneMark.hmm|321_nt|+|46592|46912	321	136.903	11	784.863
gene_32|GeneMark.hmm|1722_nt|-|47033|48754	1722	1475.54	1	6.62007
gene_33|GeneMark.hmm|2667_nt|+|48872|51538	2667	2420.54	9	36.3199
gene_34|GeneMark.hmm|741_nt|-|51424|52164	741	498.531	1	19.594
gene_35|GeneMark.hmm|558_nt|+|52256|52813	558	328.208	1	29.7622
gene_36|GeneMark.hmm|1347_nt|-|53124|54470	1347	1100.54	1	8.87581
gene_37|GeneMark.hmm|1737_nt|-|54598|56334	1737	1490.54	8	52.4276
gene_38|GeneMark.hmm|540_nt|-|56398|56937	540	313.529	28	872.359
gene_39|GeneMark.hmm|1545_nt|-|57158|58702	1545	1298.54	73	549.138
gene_40|GeneMark.hmm|1386_nt|-|59373|60758	1386	1139.54	2	17.1441
gene_41|GeneMark.hmm|1152_nt|+|60976|62127	1152	905.542	18	194.168
gene_42|GeneMark.hmm|3129_nt|+|62231|65359	3129	2882.54	70	237.212
gene_43|GeneMark.hmm|891_nt|-|65476|66366	891	644.674	1	15.1522
gene_44|GeneMark.hmm|4467_nt|+|66574|71040	4467	4220.54	298	689.704
gene_45|GeneMark.hmm|657_nt|+|71262|71918	657	418.33	320	7472.14
gene_46|GeneMark.hmm|648_nt|+|72247|72894	648	409.909	10	238.302
gene_47|GeneMark.hmm|480_nt|+|73005|73484	480	262.82	0	0
gene_48|GeneMark.hmm|891_nt|+|73706|74596	891	644.674	73	1106.11
gene_49|GeneMark.hmm|891_nt|+|74723|75613	891	644.674	1	15.1522
gene_50|GeneMark.hmm|420_nt|-|75616|76035	420	213.624	5	228.63
gene_51|GeneMark.hmm|543_nt|+|76184|76726	543	315.749	20	618.731
gene_52|GeneMark.hmm|1422_nt|+|76792|78213	1422	1175.54	14	116.333
gene_53|GeneMark.hmm|2730_nt|+|78337|81066	2730	2483.54	11	43.2649
gene_54|GeneMark.hmm|954_nt|-|81182|82135	954	707.542	60	828.349
gene_55|GeneMark.hmm|633_nt|-|82228|82860	633	395.798	5	123.399
gene_56|GeneMark.hmm|531_nt|-|82930|83460	531	306.038	3	95.7549
gene_57|GeneMark.hmm|2424_nt|+|83752|86175	2424	2177.54	3	13.4576
gene_58|GeneMark.hmm|567_nt|+|86997|87563	567	335.987	17	494.243
gene_59|GeneMark.hmm|501_nt|+|87684|88184	501	280.437	3	104.496
gene_60|GeneMark.hmm|588_nt|-|88299|88886	588	354.741	8	220.289
gene_61|GeneMark.hmm|1224_nt|-|88962|90185	1224	977.542	32	319.764
gene_62|GeneMark.hmm|528_nt|+|90678|91205	528	303.322	36	1159.35
gene_63|GeneMark.hmm|483_nt|+|92473|92955	483	265.062	0	0
gene_64|GeneMark.hmm|525_nt|+|93033|93557	525	300.825	0	0
gene_65|GeneMark.hmm|960_nt|-|93827|94786	960	713.542	6	82.1384
gene_66|GeneMark.hmm|1023_nt|-|95080|96102	1023	776.542	1	12.5791
gene_67|GeneMark.hmm|780_nt|-|96805|97584	780	535.498	25	456.033
gene_68|GeneMark.hmm|453_nt|+|97693|98145	453	240.395	57	2316.13
gene_69|GeneMark.hmm|360_nt|-|98398|98757	360	165.867	152	8951.55
gene_70|GeneMark.hmm|720_nt|+|99283|100002	720	478.454	5	102.081
gene_71|GeneMark.hmm|339_nt|-|100530|100868	339	150.12	1	65.0692
gene_72|GeneMark.hmm|1029_nt|+|101083|102111	1029	782.542	0	0
gene_73|GeneMark.hmm|537_nt|+|102435|102971	537	311.142	0	0
gene_74|GeneMark.hmm|723_nt|-|102973|103695	723	481.406	8	162.328
gene_75|GeneMark.hmm|1548_nt|-|103815|105362	1548	1301.54	39	292.699
gene_76|GeneMark.hmm|588_nt|-|105485|106072	588	354.741	12	330.434
gene_77|GeneMark.hmm|873_nt|+|106349|107221	873	626.859	39	607.728
gene_78|GeneMark.hmm|1821_nt|-|107265|109085	1821	1574.54	559	3467.94
gene_79|GeneMark.hmm|1185_nt|-|109162|110346	1185	938.542	36	374.682
gene_80|GeneMark.hmm|1149_nt|-|110722|111870	1149	902.542	7	75.7609
gene_81|GeneMark.hmm|393_nt|-|111922|112314	393	192.211	0	0
gene_82|GeneMark.hmm|390_nt|-|112409|112798	390	189.912	0	0
gene_83|GeneMark.hmm|1497_nt|-|112913|114409	1497	1250.54	0	0
gene_84|GeneMark.hmm|1089_nt|-|114506|115594	1089	842.542	2	23.1874
