target_id	length	eff_length	est_counts	tpm
gene_1|GeneMark.hmm|1029_nt|-|734|1762	1029	780.433	17.5	9.48298
gene_2|GeneMark.hmm|741_nt|-|3862|4602	741	495.648	647.5	552.47
gene_3|GeneMark.hmm|330_nt|-|6989|7318	330	139.962	133	401.868
gene_4|GeneMark.hmm|684_nt|-|7479|8162	684	440.721	70	67.1702
gene_5|GeneMark.hmm|312_nt|-|8559|8870	312	126.742	188	627.306
gene_6|GeneMark.hmm|405_nt|+|9205|9609	405	198.53	101	215.148
gene_7|GeneMark.hmm|675_nt|+|9928|10602	675	432.152	108	105.689
gene_8|GeneMark.hmm|1443_nt|+|10748|12190	1443	1194.43	87	30.8035
gene_9|GeneMark.hmm|486_nt|-|14683|15168	486	263.582	2585	4147.5
gene_10|GeneMark.hmm|1122_nt|-|16447|17568	1122	873.433	1136	550.036
gene_11|GeneMark.hmm|597_nt|+|18305|18901	597	359.898	995	1169.19
gene_12|GeneMark.hmm|1032_nt|-|19938|20969	1032	783.433	194	104.723
gene_13|GeneMark.hmm|960_nt|+|21086|22045	960	711.537	304	180.683
gene_14|GeneMark.hmm|483_nt|-|22360|22842	483	261.158	132	213.754
gene_15|GeneMark.hmm|1290_nt|+|22946|24235	1290	1041.43	469	190.451
gene_16|GeneMark.hmm|942_nt|-|24358|25299	942	693.683	1437	876.068
gene_17|GeneMark.hmm|1875_nt|+|26326|28200	1875	1626.43	684	177.853
gene_18|GeneMark.hmm|387_nt|-|28668|29054	387	184.468	124	284.277
gene_19|GeneMark.hmm|1827_nt|+|29143|30969	1827	1578.43	246	65.91
gene_20|GeneMark.hmm|624_nt|+|31043|31666	624	384.871	375	412.057
gene_21|GeneMark.hmm|1062_nt|-|31907|32968	1062	813.433	102	53.0299
gene_22|GeneMark.hmm|1278_nt|-|33043|34320	1278	1029.43	52	21.3623
gene_23|GeneMark.hmm|357_nt|+|34945|35301	357	160.405	3110	8199.42
gene_24|GeneMark.hmm|2421_nt|-|35501|37921	2421	2172.43	1911	372.012
gene_25|GeneMark.hmm|624_nt|-|38093|38716	624	384.871	43	47.2492
gene_26|GeneMark.hmm|417_nt|-|39396|39812	417	207.839	776	1578.98
gene_27|GeneMark.hmm|2268_nt|-|40214|42481	2268	2019.43	3103	649.822
gene_28|GeneMark.hmm|330_nt|+|42588|42917	330	139.962	32	96.6901
gene_29|GeneMark.hmm|2535_nt|-|43048|45582	2535	2286.43	321	59.373
gene_30|GeneMark.hmm|831_nt|+|45670|46500	831	583.465	201	145.688
gene_31|GeneMark.hmm|321_nt|+|46592|46912	321	133.388	48	152.183
gene_32|GeneMark.hmm|1722_nt|-|47033|48754	1722	1473.43	278	79.7915
gene_33|GeneMark.hmm|2667_nt|+|48872|51538	2667	2418.43	891.51	155.896
