PkV-RF01	5846	5973	2	2	0	0	1	44
PkV-RF01	5862	5973	2	2	0	0	1	44
PkV-RF01	5878	5973	2	2	0	0	1	44
PkV-RF01	5894	5973	2	2	0	0	1	44
PkV-RF01	5910	5973	2	2	0	0	1	44
PkV-RF01	5926	5973	2	2	0	0	1	44
PkV-RF01	5942	5973	2	2	0	0	1	44
PkV-RF01	14060	14345	1	1	0	1	0	17
PkV-RF01	19776	35031	1	1	0	1	1	20
PkV-RF01	24326	41545	2	2	0	3	0	17
PkV-RF01	81526	81597	1	1	0	0	1	40
PkV-RF01	81526	81669	1	1	0	0	1	40
PkV-RF01	81526	81795	1	1	0	1	1	44
PkV-RF01	81526	81915	1	1	0	1	1	44
PkV-RF01	81562	81669	1	1	0	0	1	17
PkV-RF01	81598	81795	1	1	0	0	1	50
PkV-RF01	81598	81867	1	1	0	1	0	49
PkV-RF01	81598	81915	1	1	0	2	1	67
PkV-RF01	81634	81669	1	1	0	1	1	46
PkV-RF01	81640	81867	1	1	0	1	1	52
PkV-RF01	81670	81867	1	1	0	1	0	25
PkV-RF01	81670	81915	1	1	0	1	1	52
PkV-RF01	81712	81867	1	1	0	0	1	19
PkV-RF01	81796	81915	1	1	0	1	0	35
PkV-RF01	97182	97241	1	1	0	1	0	60
PkV-RF01	107601	107624	0	0	0	3	0	71
PkV-RF01	110982	111011	2	2	0	1	0	36
PkV-RF01	120269	139725	1	1	0	1	0	21
PkV-RF01	121672	122097	2	2	0	0	3	24
PkV-RF01	121672	122776	2	2	0	0	1	27
PkV-RF01	121776	121989	1	1	0	1	0	67
PkV-RF01	121885	122097	2	2	0	0	4	24
PkV-RF01	121885	122549	2	2	0	0	1	22
PkV-RF01	121885	122776	2	2	0	0	2	27
PkV-RF01	122101	122893	2	2	0	0	1	14
PkV-RF01	122134	122587	2	2	0	27	865	75
PkV-RF01	122134	122812	2	2	0	1	418	75
PkV-RF01	122143	122597	2	2	0	0	1	44
PkV-RF01	122143	122822	2	2	0	0	1	44
PkV-RF01	122154	122608	2	2	0	0	1	47
PkV-RF01	122154	122833	2	2	0	0	1	47
PkV-RF01	122154	123046	2	2	0	0	1	21
PkV-RF01	122202	122654	1	1	0	0	17	63
