target_id	length	eff_length	est_counts	tpm
gene_1|GeneMark.hmm|1029_nt|-|734|1762	1029	793.949	0	0
gene_2|GeneMark.hmm|741_nt|-|3862|4602	741	512.995	11	539.173
gene_3|GeneMark.hmm|330_nt|-|6989|7318	330	163.495	2	307.592
gene_4|GeneMark.hmm|684_nt|-|7479|8162	684	459.434	0	0
gene_5|GeneMark.hmm|312_nt|-|8559|8870	312	149.278	1	168.443
gene_6|GeneMark.hmm|405_nt|+|9205|9609	405	223.394	0	0
gene_7|GeneMark.hmm|675_nt|+|9928|10602	675	450.939	0	0
gene_8|GeneMark.hmm|1443_nt|+|10748|12190	1443	1207.95	0	0
gene_9|GeneMark.hmm|486_nt|-|14683|15168	486	289.402	68	5908.22
gene_10|GeneMark.hmm|1122_nt|-|16447|17568	1122	886.949	55	1559.24
gene_11|GeneMark.hmm|597_nt|+|18305|18901	597	380.658	12	792.674
gene_12|GeneMark.hmm|1032_nt|-|19938|20969	1032	796.949	0	0
gene_13|GeneMark.hmm|960_nt|+|21086|22045	960	725.023	8	277.451
gene_14|GeneMark.hmm|483_nt|-|22360|22842	483	286.781	0	0
gene_15|GeneMark.hmm|1290_nt|+|22946|24235	1290	1054.95	7	166.846
gene_16|GeneMark.hmm|942_nt|-|24358|25299	942	707.164	5	177.786
gene_17|GeneMark.hmm|1875_nt|+|26326|28200	1875	1639.95	196	3005.2
gene_18|GeneMark.hmm|387_nt|-|28668|29054	387	208.892	0	0
gene_19|GeneMark.hmm|1827_nt|+|29143|30969	1827	1591.95	2	31.59
gene_20|GeneMark.hmm|624_nt|+|31043|31666	624	405.194	2	124.112
gene_21|GeneMark.hmm|1062_nt|-|31907|32968	1062	826.949	3	91.2202
gene_22|GeneMark.hmm|1278_nt|-|33043|34320	1278	1042.95	4	96.4373
gene_23|GeneMark.hmm|357_nt|+|34945|35301	357	185.195	1707	231768
gene_24|GeneMark.hmm|2421_nt|-|35501|37921	2421	2185.95	15	172.544
gene_25|GeneMark.hmm|624_nt|-|38093|38716	624	405.194	0	0
gene_26|GeneMark.hmm|417_nt|-|39396|39812	417	233.245	2	215.609
gene_27|GeneMark.hmm|2268_nt|-|40214|42481	2268	2032.95	52	643.169
gene_28|GeneMark.hmm|330_nt|+|42588|42917	330	163.495	5	768.98
gene_29|GeneMark.hmm|2535_nt|-|43048|45582	2535	2299.95	1	10.9328
gene_30|GeneMark.hmm|831_nt|+|45670|46500	831	598.473	2	84.0298
gene_31|GeneMark.hmm|321_nt|+|46592|46912	321	156.47	5	803.501
gene_32|GeneMark.hmm|1722_nt|-|47033|48754	1722	1486.95	5	84.5517
gene_33|GeneMark.hmm|2667_nt|+|48872|51538	2667	2431.95	7	72.3756
gene_34|GeneMark.hmm|741_nt|-|51424|52164	741	512.995	2	98.0314
gene_35|GeneMark.hmm|558_nt|+|52256|52813	558	347.4	1	72.38
gene_36|GeneMark.hmm|1347_nt|-|53124|54470	1347	1111.95	0	0
gene_37|GeneMark.hmm|1737_nt|-|54598|56334	1737	1501.95	0	0
gene_38|GeneMark.hmm|540_nt|-|56398|56937	540	333.346	17	1282.34
gene_39|GeneMark.hmm|1545_nt|-|57158|58702	1545	1309.95	33	633.444
gene_40|GeneMark.hmm|1386_nt|-|59373|60758	1386	1150.95	3	65.5411
gene_41|GeneMark.hmm|1152_nt|+|60976|62127	1152	916.949	0	0
gene_42|GeneMark.hmm|3129_nt|+|62231|65359	3129	2893.95	8	69.51
gene_43|GeneMark.hmm|891_nt|-|65476|66366	891	656.429	0	0
gene_44|GeneMark.hmm|4467_nt|+|66574|71040	4467	4231.95	36	213.9
