target_id	length	eff_length	est_counts	tpm
gene_1|GeneMark.hmm|1029_nt|-|734|1762	1029	750.061	12	15.9423
gene_2|GeneMark.hmm|741_nt|-|3862|4602	741	466.908	315	672.275
gene_3|GeneMark.hmm|330_nt|-|6989|7318	330	131.073	36	273.689
gene_4|GeneMark.hmm|684_nt|-|7479|8162	684	413.574	23	55.4169
gene_5|GeneMark.hmm|312_nt|-|8559|8870	312	119.305	83	693.243
gene_6|GeneMark.hmm|405_nt|+|9205|9609	405	184.874	50	269.502
gene_7|GeneMark.hmm|675_nt|+|9928|10602	675	405.061	41	100.863
gene_8|GeneMark.hmm|1443_nt|+|10748|12190	1443	1164.06	12	10.2724
gene_9|GeneMark.hmm|486_nt|-|14683|15168	486	246.609	2590	10465.5
gene_10|GeneMark.hmm|1122_nt|-|16447|17568	1122	843.061	1622	1917.16
gene_11|GeneMark.hmm|597_nt|+|18305|18901	597	336.468	717	2123.45
gene_12|GeneMark.hmm|1032_nt|-|19938|20969	1032	753.061	51	67.485
gene_13|GeneMark.hmm|960_nt|+|21086|22045	960	681.061	68	99.4924
gene_14|GeneMark.hmm|483_nt|-|22360|22842	483	244.039	22	89.832
gene_15|GeneMark.hmm|1290_nt|+|22946|24235	1290	1011.06	129	127.139
gene_16|GeneMark.hmm|942_nt|-|24358|25299	942	663.113	736	1106.01
gene_17|GeneMark.hmm|1875_nt|+|26326|28200	1875	1596.06	251	156.708
gene_18|GeneMark.hmm|387_nt|-|28668|29054	387	171.195	13	75.6693
gene_19|GeneMark.hmm|1827_nt|+|29143|30969	1827	1548.06	65	41.8401
gene_20|GeneMark.hmm|624_nt|+|31043|31666	624	360.786	88	243.052
gene_21|GeneMark.hmm|1062_nt|-|31907|32968	1062	783.061	16	20.3606
gene_22|GeneMark.hmm|1278_nt|-|33043|34320	1278	999.061	24	23.9379
gene_23|GeneMark.hmm|357_nt|+|34945|35301	357	150.221	596	3953.51
gene_24|GeneMark.hmm|2421_nt|-|35501|37921	2421	2142.06	652	303.307
gene_25|GeneMark.hmm|624_nt|-|38093|38716	624	360.786	14	38.6674
gene_26|GeneMark.hmm|417_nt|-|39396|39812	417	193.712	310	1594.67
gene_27|GeneMark.hmm|2268_nt|-|40214|42481	2268	1989.06	612	306.599
gene_28|GeneMark.hmm|330_nt|+|42588|42917	330	131.073	7	53.2173
gene_29|GeneMark.hmm|2535_nt|-|43048|45582	2535	2256.06	66	29.1515
gene_30|GeneMark.hmm|831_nt|+|45670|46500	831	553.024	82	147.753
gene_31|GeneMark.hmm|321_nt|+|46592|46912	321	125.383	3	23.8424
gene_32|GeneMark.hmm|1722_nt|-|47033|48754	1722	1443.06	71	49.0276
gene_33|GeneMark.hmm|2667_nt|+|48872|51538	2667	2388.06	271	113.081
gene_34|GeneMark.hmm|741_nt|-|51424|52164	741	466.908	32	68.2946
gene_35|GeneMark.hmm|558_nt|+|52256|52813	558	302.933	3	9.8683
gene_36|GeneMark.hmm|1347_nt|-|53124|54470	1347	1068.06	36	33.5872
gene_37|GeneMark.hmm|1737_nt|-|54598|56334	1737	1458.06	110	75.1769
gene_38|GeneMark.hmm|540_nt|-|56398|56937	540	288.651	1204	4156.43
gene_39|GeneMark.hmm|1545_nt|-|57158|58702	1545	1266.06	1065	838.228
gene_40|GeneMark.hmm|1386_nt|-|59373|60758	1386	1107.06	41	36.9045
gene_41|GeneMark.hmm|1152_nt|+|60976|62127	1152	873.061	48	54.7853
gene_42|GeneMark.hmm|3129_nt|+|62231|65359	3129	2850.06	463	161.88
gene_43|GeneMark.hmm|891_nt|-|65476|66366	891	612.358	50	81.3639
gene_44|GeneMark.hmm|4467_nt|+|66574|71040	4467	4188.06	1920	456.831
gene_45|GeneMark.hmm|657_nt|+|71262|71918	657	388.701	608	1558.68
gene_46|GeneMark.hmm|648_nt|+|72247|72894	648	381.638	31	80.9427
gene_47|GeneMark.hmm|480_nt|+|73005|73484	480	241.637	5	20.6193
gene_48|GeneMark.hmm|891_nt|+|73706|74596	891	612.358	794	1292.06
gene_49|GeneMark.hmm|891_nt|+|74723|75613	891	612.358	17	27.6637
gene_50|GeneMark.hmm|420_nt|-|75616|76035	420	195.979	34	172.877
gene_51|GeneMark.hmm|543_nt|+|76184|76726	543	290.972	219	749.999
gene_52|GeneMark.hmm|1422_nt|+|76792|78213	1422	1143.06	271	236.247
gene_53|GeneMark.hmm|2730_nt|+|78337|81066	2730	2451.06	587	238.644
gene_54|GeneMark.hmm|954_nt|-|81182|82135	954	675.061	3468	5119.21
gene_55|GeneMark.hmm|633_nt|-|82228|82860	633	368.232	356	963.376
gene_56|GeneMark.hmm|531_nt|-|82930|83460	531	281.816	58	205.083
gene_57|GeneMark.hmm|2424_nt|+|83752|86175	2424	2145.06	58	26.9436
gene_58|GeneMark.hmm|567_nt|+|86997|87563	567	310.717	33	105.832
gene_59|GeneMark.hmm|501_nt|+|87684|88184	501	258.168	25	96.4951
gene_60|GeneMark.hmm|588_nt|-|88299|88886	588	328.47	123	373.145
gene_61|GeneMark.hmm|1224_nt|-|88962|90185	1224	945.061	1700	1792.49
gene_62|GeneMark.hmm|528_nt|+|90678|91205	528	279.362	319	1137.87
gene_63|GeneMark.hmm|483_nt|+|92473|92955	483	244.039	20	81.6654
gene_64|GeneMark.hmm|525_nt|+|93033|93557	525	276.856	10	35.9926
gene_65|GeneMark.hmm|960_nt|-|93827|94786	960	681.061	132	193.132
gene_66|GeneMark.hmm|1023_nt|-|95080|96102	1023	744.061	29	38.838
gene_67|GeneMark.hmm|780_nt|-|96805|97584	780	503.294	831	1645.3
gene_68|GeneMark.hmm|453_nt|+|97693|98145	453	221.739	70	314.574
gene_69|GeneMark.hmm|360_nt|-|98398|98757	360	152.346	62	405.536
gene_70|GeneMark.hmm|720_nt|+|99283|100002	720	446.807	53	118.201
gene_71|GeneMark.hmm|339_nt|-|100530|100868	339	137.342	24	174.131
gene_72|GeneMark.hmm|1029_nt|+|101083|102111	1029	750.061	48	63.7693
gene_73|GeneMark.hmm|537_nt|+|102435|102971	537	286.545	9	31.2981
gene_74|GeneMark.hmm|723_nt|-|102973|103695	723	449.807	45	99.6904
gene_75|GeneMark.hmm|1548_nt|-|103815|105362	1548	1269.06	29	22.771
gene_76|GeneMark.hmm|588_nt|-|105485|106072	588	328.47	2	6.06739
gene_77|GeneMark.hmm|873_nt|+|106349|107221	873	594.358	111	186.098
gene_78|GeneMark.hmm|1821_nt|-|107265|109085	1821	1542.06	550	355.409
gene_79|GeneMark.hmm|1185_nt|-|109162|110346	1185	906.061	289	317.839
gene_80|GeneMark.hmm|1149_nt|-|110722|111870	1149	870.061	231	264.563
gene_81|GeneMark.hmm|393_nt|-|111922|112314	393	175.469	3	17.0368
gene_82|GeneMark.hmm|390_nt|-|112409|112798	390	173.234	2	11.5044
gene_83|GeneMark.hmm|1497_nt|-|112913|114409	1497	1218.06	13	10.6351
gene_84|GeneMark.hmm|1089_nt|-|114506|115594	1089	810.061	45	55.3557
gene_85|GeneMark.hmm|360_nt|+|115854|116213	360	152.346	60	392.454
gene_86|GeneMark.hmm|603_nt|-|116255|116857	603	341.668	82	239.153
gene_87|GeneMark.hmm|420_nt|+|117321|117740	420	195.979	12	61.0154
gene_88|GeneMark.hmm|1149_nt|-|117751|118899	1149	870.061	26	29.7777
gene_89|GeneMark.hmm|1827_nt|-|119023|120849	1827	1548.06	106	68.2315
gene_90|GeneMark.hmm|1104_nt|-|120989|122092	1104	825.061	372.344	449.703
gene_91|GeneMark.hmm|945_nt|-|122574|123518	945	666.113	573.656	858.165
gene_92|GeneMark.hmm|1263_nt|-|123670|124932	1263	984.061	12	12.1514
gene_93|GeneMark.hmm|1848_nt|+|125079|126926	1848	1569.06	65	41.2801
gene_94|GeneMark.hmm|558_nt|-|126944|127501	558	302.933	18	59.2098
gene_95|GeneMark.hmm|1359_nt|+|127594|128952	1359	1080.06	301	277.706
gene_96|GeneMark.hmm|327_nt|-|128953|129279	327	129.12	11	84.8918
gene_97|GeneMark.hmm|417_nt|-|129357|129773	417	193.712	16	82.3057
gene_98|GeneMark.hmm|1239_nt|+|129853|131091	1239	960.061	145	150.5
gene_99|GeneMark.hmm|3012_nt|-|131088|134099	3012	2733.06	84	30.6265
gene_100|GeneMark.hmm|945_nt|+|134187|135131	945	666.113	1	1.49596
gene_101|GeneMark.hmm|417_nt|+|135172|135588	417	193.712	19	97.738
gene_102|GeneMark.hmm|642_nt|-|135589|136230	642	376.123	24	63.5841
gene_103|GeneMark.hmm|642_nt|-|136265|136906	642	376.123	43	113.921
gene_104|GeneMark.hmm|681_nt|-|136975|137655	681	410.737	90	218.346
gene_105|GeneMark.hmm|1239_nt|+|137742|138980	1239	960.061	13	13.4931
gene_106|GeneMark.hmm|2964_nt|-|139049|142012	2964	2685.06	1163	431.611
gene_107|GeneMark.hmm|1512_nt|+|142103|143614	1512	1233.06	179	144.656
gene_108|GeneMark.hmm|606_nt|+|143723|144328	606	344.529	118	341.29
gene_109|GeneMark.hmm|708_nt|-|144620|145327	708	435.539	188	430.129
gene_110|GeneMark.hmm|480_nt|+|145414|145893	480	241.637	15	61.858
gene_111|GeneMark.hmm|1386_nt|+|145962|147347	1386	1107.06	61	54.9067
gene_112|GeneMark.hmm|630_nt|+|147383|148012	630	365.527	1	2.72614
gene_113|GeneMark.hmm|645_nt|-|148016|148660	645	378.851	8	21.0421
gene_114|GeneMark.hmm|498_nt|+|148762|149259	498	255.747	16	62.3415
gene_115|GeneMark.hmm|600_nt|-|149376|149975	600	339	59	173.428
gene_116|GeneMark.hmm|1797_nt|+|150056|151852	1797	1518.06	77	50.5439
gene_117|GeneMark.hmm|312_nt|-|151937|152248	312	119.305	52	434.321
gene_118|GeneMark.hmm|843_nt|-|152729|153571	843	564.763	57	100.572
