target_id	length	eff_length	est_counts	tpm
gene_1|GeneMark.hmm|1029_nt|-|734|1762	1029	768.772	1	20.4075
gene_2|GeneMark.hmm|741_nt|-|3862|4602	741	490.324	4	127.986
gene_3|GeneMark.hmm|330_nt|-|6989|7318	330	162.608	1	96.4814
gene_4|GeneMark.hmm|684_nt|-|7479|8162	684	438.278	0	0
gene_5|GeneMark.hmm|312_nt|-|8559|8870	312	148.964	2	210.637
gene_6|GeneMark.hmm|405_nt|+|9205|9609	405	218.433	1	71.824
gene_7|GeneMark.hmm|675_nt|+|9928|10602	675	429.898	4	145.976
gene_8|GeneMark.hmm|1443_nt|+|10748|12190	1443	1182.77	0	0
gene_9|GeneMark.hmm|486_nt|-|14683|15168	486	278.94	142	7986.64
gene_10|GeneMark.hmm|1122_nt|-|16447|17568	1122	861.772	185	3367.95
gene_11|GeneMark.hmm|597_nt|+|18305|18901	597	362.635	18	778.735
gene_12|GeneMark.hmm|1032_nt|-|19938|20969	1032	771.772	8	162.625
gene_13|GeneMark.hmm|960_nt|+|21086|22045	960	699.913	9	201.737
gene_14|GeneMark.hmm|483_nt|-|22360|22842	483	276.481	1	56.7443
gene_15|GeneMark.hmm|1290_nt|+|22946|24235	1290	1029.77	3	45.7053
gene_16|GeneMark.hmm|942_nt|-|24358|25299	942	681.913	14	322.096
gene_17|GeneMark.hmm|1875_nt|+|26326|28200	1875	1614.77	6	58.2944
gene_18|GeneMark.hmm|387_nt|-|28668|29054	387	205.627	1	76.2968
gene_19|GeneMark.hmm|1827_nt|+|29143|30969	1827	1566.77	2	20.0268
gene_20|GeneMark.hmm|624_nt|+|31043|31666	624	386.174	2	81.2519
gene_21|GeneMark.hmm|1062_nt|-|31907|32968	1062	801.772	1	19.5675
gene_22|GeneMark.hmm|1278_nt|-|33043|34320	1278	1017.77	3	46.2442
gene_23|GeneMark.hmm|357_nt|+|34945|35301	357	182.712	177	15198.3
gene_24|GeneMark.hmm|2421_nt|-|35501|37921	2421	2160.77	27	196.039
gene_25|GeneMark.hmm|624_nt|-|38093|38716	624	386.174	0	0
gene_26|GeneMark.hmm|417_nt|-|39396|39812	417	227.706	11	757.889
gene_27|GeneMark.hmm|2268_nt|-|40214|42481	2268	2007.77	43	336.001
gene_28|GeneMark.hmm|330_nt|+|42588|42917	330	162.608	0	0
gene_29|GeneMark.hmm|2535_nt|-|43048|45582	2535	2274.77	14	96.5555
gene_30|GeneMark.hmm|831_nt|+|45670|46500	831	573.217	0	0
gene_31|GeneMark.hmm|321_nt|+|46592|46912	321	155.936	1	100.61
gene_32|GeneMark.hmm|1722_nt|-|47033|48754	1722	1461.77	8	85.8612
gene_33|GeneMark.hmm|2667_nt|+|48872|51538	2667	2406.77	14	91.2599
gene_34|GeneMark.hmm|741_nt|-|51424|52164	741	490.324	5	159.983
gene_35|GeneMark.hmm|558_nt|+|52256|52813	558	331.544	0	0
gene_36|GeneMark.hmm|1347_nt|-|53124|54470	1347	1086.77	3	43.3081
gene_37|GeneMark.hmm|1737_nt|-|54598|56334	1737	1476.77	12	127.484
gene_38|GeneMark.hmm|540_nt|-|56398|56937	540	319.287	37	1818.06
gene_39|GeneMark.hmm|1545_nt|-|57158|58702	1545	1284.77	53	647.197
gene_40|GeneMark.hmm|1386_nt|-|59373|60758	1386	1125.77	2	27.8719
gene_41|GeneMark.hmm|1152_nt|+|60976|62127	1152	891.772	3	52.7782
gene_42|GeneMark.hmm|3129_nt|+|62231|65359	3129	2868.77	42	229.689
gene_43|GeneMark.hmm|891_nt|-|65476|66366	891	631.622	5	124.194
gene_44|GeneMark.hmm|4467_nt|+|66574|71040	4467	4206.77	59	220.034
gene_45|GeneMark.hmm|657_nt|+|71262|71918	657	414.047	12	454.693
gene_46|GeneMark.hmm|648_nt|+|72247|72894	648	406.569	4	154.352
gene_47|GeneMark.hmm|480_nt|+|73005|73484	480	274.459	0	0
gene_48|GeneMark.hmm|891_nt|+|73706|74596	891	631.622	94	2334.84
gene_49|GeneMark.hmm|891_nt|+|74723|75613	891	631.622	1	24.8388
gene_50|GeneMark.hmm|420_nt|-|75616|76035	420	229.951	1	68.2263
gene_51|GeneMark.hmm|543_nt|+|76184|76726	543	321.588	17	829.347
gene_52|GeneMark.hmm|1422_nt|+|76792|78213	1422	1161.77	13	175.553
gene_53|GeneMark.hmm|2730_nt|+|78337|81066	2730	2469.77	32	203.273
gene_54|GeneMark.hmm|954_nt|-|81182|82135	954	693.913	68	1537.41
gene_55|GeneMark.hmm|633_nt|-|82228|82860	633	393.803	13	517.906
gene_56|GeneMark.hmm|531_nt|-|82930|83460	531	312.743	3	150.495
gene_57|GeneMark.hmm|2424_nt|+|83752|86175	2424	2163.77	0	0
gene_58|GeneMark.hmm|567_nt|+|86997|87563	567	338.249	0	0
gene_59|GeneMark.hmm|501_nt|+|87684|88184	501	290.315	3	162.121
gene_60|GeneMark.hmm|588_nt|-|88299|88886	588	355.481	14	617.872
gene_61|GeneMark.hmm|1224_nt|-|88962|90185	1224	963.772	54	879.035
gene_62|GeneMark.hmm|528_nt|+|90678|91205	528	310.292	14	707.856
